,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
- - -,,Cenk Özkacar,DF (C),11,990,-,-,-,-,-,-,732,659,-,-,-,-,-,0,19,"2,36"
- - -,Seg,David García,DF (C),38,3.450,-,-,-,-,-,-,2.555,2.370,-,-,-,-,-,0,"15,83","2,45"
- - -,Int,Cyle Larin,"MP (DI), DL (C)",8 (13),1.054,-,-,-,-,-,-,317,272,-,-,-,-,-,0,"1,96","18,53"
- - -,Lib,Mason Greenwood,"ME/MP (D), DL (C)",36,2.668,-,-,-,-,-,-,1.217,1.020,-,-,-,-,-,0,"3,98","9,88"
- - -,,Marc Roca,"DF (C), MC, ME (C)",46 (1),4.076,-,-,-,-,-,-,2.501,2.251,-,-,-,-,-,0,"11,95","9,91"
- - -,Int,Ianis Hagi,"ME (C), MP (DIC)",25 (6),1.795,-,-,-,-,-,-,747,628,-,-,-,-,-,0,"5,92","15,79"
- - -,,David Soria,POR,42,3.734,46,"13,11",40,30,77%,88,1.019,864,14,89%,3,0,0%,1,4,"7,42"
- - -,,Arsen Zakharyan,"ME (C), MP (DIC)",2 (15),373,-,-,-,-,-,-,140,117,-,-,-,-,-,0,"3,86","21,47"
- - -,Ofer,Adnan Januzaj,ME/MP (DI),0 (3),60,-,-,-,-,-,-,32,29,-,-,-,-,-,0,-,-
- - -,,Filip Jörgensen,POR,47,3.754,47,"-0,98",34,19,73%,69,1.348,1.072,15,88%,2,2,29%,0,"2,64","7,96"
- - -,Seg,Fran García,DF/CR/ME (I),1 (5),317,-,-,-,-,-,-,180,161,-,-,-,-,-,0,"9,65","22,43"
- - -,,Cristhian Stuani,"MP (D), DL (C)",1 (22),273,-,-,-,-,-,-,69,63,-,-,-,-,-,0,0,"17,47"
- - -,,Rubén García,ME/MP (DIC),38 (1),2.886,-,-,-,-,-,-,1.225,1.045,-,-,-,-,-,0,"5,33","18,18"
- - -,Ret,Pepe Reina,POR,3 (8),695,11,"-2,24",6,5,66%,11,208,157,6,88%,2,0,0%,1,"3,76","9,58"
- - -,,Álvaro García,"ME/MP (I), DL (C)",41,2.892,-,-,-,-,-,-,798,682,-,-,-,-,-,0,"2,33","19,33"
- - -,Seg,Rafa Mir,DL (C),3 (23),623,-,-,-,-,-,-,147,122,-,-,-,-,-,0,"0,87","18,92"
- - -,,Mihailo Ristić,"DF/CR (I), ME (IC)",14 (2),1.353,-,-,-,-,-,-,704,622,-,-,-,-,-,0,"10,58","14,97"
- - -,,Gastón Álvarez,DF (IC),22 (4),1.910,-,-,-,-,-,-,1.113,996,-,-,-,-,-,0,"15,6","3,82"
- - -,Trn,Radamel Falcao,DL (C),1 (22),470,-,-,-,-,-,-,115,104,-,-,-,-,-,0,"0,77","26,62"
- - -,,Javi Galán,DF/CR (I),9 (2),835,-,-,-,-,-,-,528,445,-,-,-,-,-,0,"14,23","12,07"
- - -,,Saúl Coco,"DF (C), MC",31,2.749,-,-,-,-,-,-,2.050,1.929,-,-,-,-,-,0,"13,49","3,93"
- - -,,Gonçalo Guedes,"ME (DI), MP (DIC), DL (C)",13 (21),1.322,-,-,-,-,-,-,562,447,-,-,-,-,-,0,"3,4","15,93"
- - -,,Selim Amallah,"MC, ME (DC), MP (DIC)",6 (18),797,-,-,-,-,-,-,428,371,-,-,-,-,-,0,"10,39","8,92"
- - -,Seg,Giovanni González,"DF (DIC), CR/ME (D)",6 (17),762,-,-,-,-,-,-,466,408,-,-,-,-,-,0,"8,5","14,41"
- - -,,Gonzalo Villar,"MC, ME (C)",30 (1),2.209,-,-,-,-,-,-,992,860,-,-,-,-,-,0,"8,35","13,08"
- - -,,Sheraldo Becker,"ME (D), MP (DI), DL (C)",6 (22),761,-,-,-,-,-,-,297,257,-,-,-,-,-,0,"2,25","21,29"
- - -,Seg,Pablo Fornals,"ME (C), MP (IC)",5 (14),702,-,-,-,-,-,-,331,298,-,-,-,-,-,0,"7,31","18,33"
- - -,,Florian Lejeune,DF (C),39,3.509,-,-,-,-,-,-,2.676,2.483,-,-,-,-,-,0,14,"2,87"
- - -,Seg,Aitor Ruibal,DF/CR/ME/MP (D),38 (8),3.203,-,-,-,-,-,-,1.726,1.453,-,-,-,-,-,0,"5,99","21,02"
- - -,,Julián Araujo,DF/CR/ME (D),27,2.307,-,-,-,-,-,-,1.360,1.195,-,-,-,-,-,0,"10,34","12,68"
- - -,Trn,Oriol Romeu,"MC, ME (C)",12 (31),1.594,-,-,-,-,-,-,1.020,931,-,-,-,-,-,0,"12,25","7,51"
- - -,,Edgar Badía,POR,35,3.210,38,"4,52",19,26,74%,65,1.028,917,9,89%,3,1,33%,0,"4,35","6,9"
- - -,Seg,Abdelkabir Abqar,DF (C),35,3.071,-,-,-,-,-,-,1.998,1.782,-,-,-,-,-,0,"11,78","3,31"
- - -,Seg,Borja Mayoral,DL (C),34 (4),2.837,-,-,-,-,-,-,681,582,-,-,-,-,-,0,"2,41","15,89"
- - -,,Rominigue Kouamé,"DF/CR (I), MC, ME (C)",32 (4),2.903,-,-,-,-,-,-,1.672,1.497,-,-,-,-,-,0,"11,13","6,26"
- - -,,Ezequiel Ávila,"MP (DIC), DL (C)",5 (15),697,-,-,-,-,-,-,198,170,-,-,-,-,-,0,"1,03","20,01"
- - -,,Álvaro Valles,POR,33,2.871,40,"1,64",23,23,73%,63,985,828,7,88%,3,1,20%,1,"3,51","5,64"
- - -,Seg,Mohamed Djetei,DF (C),43,3.691,-,-,-,-,-,-,2.597,2.374,-,-,-,-,-,0,"15,24",3
- - -,,Miguel Crespo,"MC, ME (C)",3 (29),974,-,-,-,-,-,-,466,416,-,-,-,-,-,0,"11,27","11,37"
- - -,Seg,Largie Ramazani,"MP (DI), DL (C)",38,2.476,-,-,-,-,-,-,902,767,-,-,-,-,-,0,"2,18","18,83"
- - -,Seg,Abner Vinicius,DF/CR (I),41 (2),3.782,-,-,-,-,-,-,2.294,2.030,-,-,-,-,-,0,"11,16","15,97"
- - -,,Hugo Duro,"MP (IC), DL (C)",35,2.813,-,-,-,-,-,-,720,617,-,-,-,-,-,0,"2,69","15,77"
- - -,Int,Andrei Raţiu,"DF (D), CR (DI), ME (D)",11 (16),1.204,-,-,-,-,-,-,481,402,-,-,-,-,-,1,"7,33","20,26"
- - -,,Amath N'Diaye,"MP (DI), DL (C)",38 (1),2.970,-,-,-,-,-,-,1.014,855,-,-,-,-,-,0,"3,88","21,24"
- - -,,Luis Rioja,"ME (I), MP (DI)",35,2.760,-,-,-,-,-,-,1.007,820,-,-,-,-,-,0,"4,21","16,53"
- - -,,Fran Pérez,"ME (D), MP (DI)",40,2.468,-,-,-,-,-,-,1.004,866,-,-,-,-,-,0,"4,23","17,36"
- - -,Seg,Ibrahima Koné,DL (C),0 (16),293,-,-,-,-,-,-,77,69,-,-,-,-,-,0,"0,31","24,57"
- - -,Seg,Jon Moncayola,"MC, ME (C)",37 (2),3.227,-,-,-,-,-,-,1.973,1.757,-,-,-,-,-,0,"13,83","6,16"
- - -,,Iddrisu Baba,"MC, ME (C)",32,2.802,-,-,-,-,-,-,1.597,1.419,-,-,-,-,-,0,"9,86","8,7"
- - -,Int,Nemanja Radonjić,"MP (DIC), DL (C)",35,2.199,-,-,-,-,-,-,775,656,-,-,-,-,-,0,"3,48","21,16"
- - -,,Jonathan Viera,ME/MP (IC),3 (5),294,-,-,-,-,-,-,104,80,-,-,-,-,-,0,"8,27","15,92"
- - -,,Paulo Gazzaniga,POR,35,3.150,50,"-0,3",27,18,72%,81,869,724,8,88%,3,1,20%,4,"3,49","9,29"
- - -,,Chadi Riad,DF (C),33,2.861,-,-,-,-,-,-,1.971,1.766,-,-,-,-,-,0,"12,65","3,62"
- - -,Les,Roman Yaremchuk,"MP (C), DL (C)",3 (15),511,-,-,-,-,-,-,116,100,-,-,-,-,-,0,"0,88","14,79"
- - -,Seg,Willian José,"MP (C), DL (C)",6 (31),1.244,-,-,-,-,-,-,301,272,-,-,-,-,-,0,"1,52","17,8"
- - -,,Jonathan Silva,DF/CR (I),35 (1),3.152,-,-,-,-,-,-,1.649,1.438,-,-,-,-,-,0,"11,99","13,05"
- - -,,Enzo Loiodice,ME/MP (C),37,3.253,-,-,-,-,-,-,1.639,1.426,-,-,-,-,-,0,"12,64","12,75"
- - -,Trn,Raúl García,"ME/MP (C), DL (C)",1 (13),331,-,-,-,-,-,-,115,99,-,-,-,-,-,0,"7,89","21,21"
- - -,,Keita Baldé,"MP (DIC), DL (C)",4 (17),677,-,-,-,-,-,-,168,142,-,-,-,-,-,0,"1,6","15,69"
- - -,,David López,"DF (C), MC",8 (12),909,-,-,-,-,-,-,615,566,-,-,-,-,-,0,"12,18","4,95"
- - -,Pet,Beñat Turrientes,"MC, ME (C)",37 (2),2.273,-,-,-,-,-,-,1.413,1.277,-,-,-,-,-,0,"11,05","6,65"
- - -,Int,Anthony Lozano,DL (C),3 (27),1.037,-,-,-,-,-,-,285,242,-,-,-,-,-,0,"1,39","21,35"
- - -,Seg,Sergi Cardona,DF/CR/ME (I),32,2.786,-,-,-,-,-,-,1.434,1.279,-,-,-,-,-,0,"13,12","14,31"
- - -,,Matteo Gabbia,"DF (C), MC",1 (1),43,-,-,-,-,-,-,33,31,-,-,-,-,-,0,-,-
- - -,,Óscar Valentín,"MC, ME (C)",39,3.136,-,-,-,-,-,-,1.930,1.765,-,-,-,-,-,0,"10,36","7,03"
- - -,,Yvan Neyou,"MC, ME (DC), MP (DIC)",10 (19),1.359,-,-,-,-,-,-,563,476,-,-,-,-,-,0,"8,28","14,5"
- - -,,Ander Guevara,"MC, ME (C)",39,3.467,-,-,-,-,-,-,2.182,1.978,-,-,-,-,-,0,"12,62","5,69"
- - -,,Tomás Alarcón,"MC, ME (C)",40,3.534,-,-,-,-,-,-,1.844,1.641,-,-,-,-,-,0,"12,43","10,06"
- - -,Seg,Thierry Rendall Correia,"DF (DI), CR (D)",32,2.789,-,-,-,-,-,-,1.513,1.325,-,-,-,-,-,1,"11,29","16,01"
- - -,Seg,Rodrigo Riquelme,"CR (I), ME/MP (DIC)",5 (5),399,-,-,-,-,-,-,198,169,-,-,-,-,-,0,"9,02","19,17"
- - -,Seg,Igor Zubeldia,"DF (C), MC",11 (8),1.411,-,-,-,-,-,-,1.058,1.010,-,-,-,-,-,0,"16,01","2,74"
- - -,Seg,Manu Trigueros,ME (C),7 (28),1.275,-,-,-,-,-,-,748,662,-,-,-,-,-,0,"10,87",12
- - -,Int,Florin Andone,DL (C),40,2.673,-,-,-,-,-,-,680,589,-,-,-,-,-,0,"2,46","15,52"
- - -,Seg,Santi Comesaña,"MC, ME (C)",4 (13),466,-,-,-,-,-,-,237,204,-,-,-,-,-,0,"14,68","9,08"
- - -,,Houboulang Mendes,"DF (DC), CR (D)",36,3.223,-,-,-,-,-,-,1.876,1.617,-,-,-,-,-,0,"14,24","5,25"
- - -,,Óliver,ME/MP (IC),41 (4),2.566,-,-,-,-,-,-,1.303,1.136,-,-,-,-,-,0,"11,08","14,52"
- - -,,Sandro,"MP (DI), DL (C)",33 (1),2.162,-,-,-,-,-,-,559,485,-,-,-,-,-,0,"1,67","20,02"
- - -,,Ramón Terrats,"MC, ME (C)",18 (23),2.189,-,-,-,-,-,-,1.129,990,-,-,-,-,-,0,"12,75","14,97"
- - -,Seg,Loïc Badé,DF (C),22 (6),2.260,-,-,-,-,-,-,1.652,1.505,-,-,-,-,-,0,"14,34","3,62"
- - -,,Jaime Mata,"MP (C), DL (C)",39 (1),2.897,-,-,-,-,-,-,727,626,-,-,-,-,-,0,"2,08","20,07"
- - -,,Fernando Pacheco,POR,34,2.994,45,"-8,27",25,13,68%,60,1.044,933,5,88%,2,0,0%,3,"4,54","6,01"
- - -,,Andoni Gorosabel,DF/CR (D),37,3.189,-,-,-,-,-,-,2.057,1.858,-,-,-,-,-,0,"10,78","11,32"
- - -,Trn,Keidi Bare,"MC, ME (C)",6 (30),1.117,-,-,-,-,-,-,517,457,-,-,-,-,-,0,"13,7","10,23"
- - -,,Portu,ME/MP (DIC),23 (9),1.798,-,-,-,-,-,-,772,675,-,-,-,-,-,0,"4,25","18,07"
- - -,,Ander Capa,DF/CR/ME/MP (D),34,2.796,-,-,-,-,-,-,1.709,1.564,-,-,-,-,-,0,"13,84","11,01"
- - -,,Iván Martín,"ME (IC), MP (DIC)",24 (12),2.074,-,-,-,-,-,-,1.028,876,-,-,-,-,-,0,"9,55","16,27"
- - -,,Unai Vencedor,"MC, ME (C)",32,2.591,-,-,-,-,-,-,1.427,1.302,-,-,-,-,-,0,"14,07","7,36"
- - -,Seg,Álvaro Fernández,POR,37,3.330,43,"3,89",29,24,73%,61,1.064,880,10,89%,3,2,40%,1,"3,89","7,16"
- - -,Seg,Antonio Sivera,POR,38,3.073,38,"4,75",27,25,74%,60,870,779,13,90%,3,0,0%,1,"4,07","6,53"
- - -,,José Callejón,ME/MP (D),0 (7),146,-,-,-,-,-,-,54,44,-,-,-,-,-,0,"2,47","21,58"
- - -,Seg,Jorge De Frutos,ME/MP (DI),10,869,-,-,-,-,-,-,367,302,-,-,-,-,-,0,"3,94","22,27"
- - -,Les,Flavien-Enzo Boyomo,DF (DC),40,3.630,-,-,-,-,-,-,2.746,2.561,-,-,-,-,-,0,"19,41","1,91"
- - -,,Moi Gómez,ME/MP (IC),4 (37),1.381,-,-,-,-,-,-,568,470,-,-,-,-,-,0,"7,3","17,66"
- - -,Fic,Boubakary Soumaré,"MC, ME (C)",26 (19),2.591,-,-,-,-,-,-,1.539,1.413,-,-,-,-,-,0,"11,25","8,54"
- - -,,Matija Nastasić,DF (C),3 (3),375,-,-,-,-,-,-,246,221,-,-,-,-,-,0,"13,68","4,08"
- - -,,Diego Rico,DF/CR (I),35 (3),3.215,-,-,-,-,-,-,1.807,1.587,-,-,-,-,-,0,"12,23","14,47"
- - -,,Carles Aleñá,ME/MP (C),13 (8),1.077,-,-,-,-,-,-,561,508,-,-,-,-,-,0,"11,62","10,19"
- - -,Seg,Alejandro Catena,DF (C),40,3.565,-,-,-,-,-,-,2.721,2.540,-,-,-,-,-,0,"15,07","2,58"
- - -,,Kento Hashimoto,"MC, ME (C)",33,2.807,-,-,-,-,-,-,1.572,1.419,-,-,-,-,-,0,"11,96","8,24"
- - -,Seg,Fran Beltrán,"MC, ME (C)",27,2.014,-,-,-,-,-,-,1.308,1.209,-,-,-,-,-,0,"12,11","5,27"
- - -,Seg,Sokratis Papastathopoulos,DF (C),5 (4),696,-,-,-,-,-,-,440,375,-,-,-,-,-,0,"12,54","4,4"
- - -,Seg,Esteban Saveljich,DF (C),14 (4),1.414,-,-,-,-,-,-,870,806,-,-,-,-,-,0,"12,22","3,82"
- - -,Seg,Lucas Robertone,"ME (DC), MP (C)",37,2.987,-,-,-,-,-,-,1.151,1.001,-,-,-,-,-,0,"10,18","18,32"
- - -,,Luis Milla,"MC, ME (C)",18 (8),1.772,-,-,-,-,-,-,1.013,904,-,-,-,-,-,0,"11,33","11,58"
- - -,Int,Alex Paşcanu,DF (DIC),16 (7),1.761,-,-,-,-,-,-,1.041,979,-,-,-,-,-,0,"13,44","6,64"
- - -,,Íñigo Ruiz de Galarreta,"MC, ME (C)",3 (12),470,-,-,-,-,-,-,252,227,-,-,-,-,-,0,"10,34","8,04"
- - -,,Konrad De la Fuente,ME/MP (DI),21 (8),1.525,-,-,-,-,-,-,545,452,-,-,-,-,-,0,"3,66","16,17"
- - -,,Óscar De Marcos,DF/CR/ME/MP (D),36,3.146,-,-,-,-,-,-,1.905,1.714,-,-,-,-,-,0,"10,67","16,62"
- - -,,Yeray,DF (DC),30,2.405,-,-,-,-,-,-,1.769,1.668,-,-,-,-,-,0,"15,19",4
- - -,Seg,Víctor Chust,DF (C),25,2.279,-,-,-,-,-,-,1.614,1.500,-,-,-,-,-,0,"17,38","2,96"
- - -,,Kiko Femenía,DF/CR/ME (D),8 (7),814,-,-,-,-,-,-,426,370,-,-,-,-,-,0,"8,29","17,69"
- - -,,Diego López,"ME/MP (DI), DL (C)",37,2.750,-,-,-,-,-,-,968,823,-,-,-,-,-,0,"3,89","20,95"
- - -,,Dyego Sousa,DL (C),17 (17),1.917,-,-,-,-,-,-,467,391,-,-,-,-,-,0,"2,11","17,37"
- - -,,Pere Milla,"MP (DIC), DL (C)",37,3.095,-,-,-,-,-,-,785,679,-,-,-,-,-,0,"2,79","15,59"
- - -,,Antonio Raíllo,"DF (C), MC",36,3.137,-,-,-,-,-,-,2.363,2.229,-,-,-,-,-,0,"12,05","3,64"
- - -,,Unai López,"MC, ME (C)",35 (5),2.720,-,-,-,-,-,-,1.444,1.274,-,-,-,-,-,0,"9,53","15,42"
- - -,,Jean-Sylvain Babin,DF (C),44,3.706,-,-,-,-,-,-,2.277,2.012,-,-,-,-,-,1,"14,72","2,96"
- - -,,Gerard Gumbau,"MC, ME (C)",37 (1),2.876,-,-,-,-,-,-,1.707,1.470,-,-,-,-,-,0,"11,61","13,64"
- - -,,André Almeida,ME/MP (C),14 (22),1.580,-,-,-,-,-,-,744,648,-,-,-,-,-,0,"11,45","11,73"
- - -,,Alberto Moleiro,ME/MP (IC),23 (9),1.831,-,-,-,-,-,-,670,557,-,-,-,-,-,0,"3,98","18,24"
- - -,Seg,Iván Villar,POR,25 (1),2.238,24,"9,4",21,12,78%,51,714,483,9,90%,3,1,50%,1,"2,94","10,29"
- - -,,Uroš Đurđević,"MP (I), DL (C)",37,3.204,-,-,-,-,-,-,810,689,-,-,-,-,-,0,"2,39","23,37"
- - -,Seg,Iker Muñoz,"MC, ME (C)",18 (21),1.792,-,-,-,-,-,-,1.050,951,-,-,-,-,-,0,"11,45","6,53"
- - -,,Rubén Peña,"DF/CR (DI), ME/MP (D)",35 (2),2.875,-,-,-,-,-,-,1.556,1.426,-,-,-,-,-,0,"12,15","12,21"
- - -,,Dani García,"MC, ME (C)",32 (1),2.054,-,-,-,-,-,-,1.243,1.113,-,-,-,-,-,0,"10,08","8,46"
- - -,Seg,Yan Eteki,"MC, ME (C)",37,3.171,-,-,-,-,-,-,1.793,1.630,-,-,-,-,-,0,"13,74","6,47"
- - -,Seg,Juan Miranda,DF/CR (I),8 (3),552,-,-,-,-,-,-,357,311,-,-,-,-,-,0,"10,43","14,84"
- - -,Seg,Adrián Embarba,"ME (DI), MP (DIC)",18 (18),1.636,-,-,-,-,-,-,656,550,-,-,-,-,-,0,"3,74","17,33"
- - -,,Dion Lopy,"MC, ME (C)",18 (8),1.713,-,-,-,-,-,-,964,857,-,-,-,-,-,0,"8,09","6,57"
- - -,Seg,Hugo Guillamón,"DF (C), MC, ME (C)",31 (5),2.581,-,-,-,-,-,-,1.559,1.408,-,-,-,-,-,0,"13,29","5,65"
- - -,Trn,Oscar Trejo,ME/MP (C),0 (2),49,-,-,-,-,-,-,23,20,-,-,-,-,-,0,-,-
- - -,,Íñigo Lekue,"DF/CR (DI), ME/MP (D)",12 (8),1.130,-,-,-,-,-,-,627,553,-,-,-,-,-,0,"9,48","13,38"
- - -,,Juanmi,"MP (IC), DL (C)",24 (10),2.015,-,-,-,-,-,-,693,595,-,-,-,-,-,0,"3,75","18,45"
- - -,,Mohammed Bouldini,DL (C),23 (9),2.027,-,-,-,-,-,-,513,435,-,-,-,-,-,0,"2,18","16,92"
- - -,,Gonzalo Escalante,"MC, ME (C)",32,2.489,-,-,-,-,-,-,1.495,1.324,-,-,-,-,-,0,"13,02","6,73"
- - -,Fic,José Ángel Carmona,"DF (DC), CR (D)",36 (1),3.131,-,-,-,-,-,-,1.663,1.447,-,-,-,-,-,0,"12,71","14,49"
- - -,,Julen Agirrezabala,POR,6 (2),685,6,"2,7",5,4,82%,14,192,134,4,90%,3,1,100%,0,"3,02","6,31"
- - -,,Aleksandar Sedlar,"DF (DC), CR (D)",6 (4),598,-,-,-,-,-,-,325,286,-,-,-,-,-,0,"9,78","4,36"
- - -,Seg,Edgar,"DF (C), MC",30,2.275,-,-,-,-,-,-,1.391,1.269,-,-,-,-,-,0,"12,86","7,79"
- - -,Les,Emilio Nsué,"DF/CR/ME/MP (D), DL (C)",17 (3),1.579,-,-,-,-,-,-,580,509,-,-,-,-,-,0,"5,02","18,58"
- - -,Seg,Pablo Barrios,"MC, ME (C)",3 (23),685,-,-,-,-,-,-,347,318,-,-,-,-,-,0,"9,85","16,55"
- - -,,Iván Romero,"MP (DI), DL (C)",40,2.761,-,-,-,-,-,-,675,572,-,-,-,-,-,0,"2,58","13,85"
- - -,,Antonio Blanco,"MC, ME (C)",41,3.054,-,-,-,-,-,-,1.501,1.305,-,-,-,-,-,0,"10,2","14,85"
- - -,,Carlos Clerc,DF/CR (I),35,3.100,-,-,-,-,-,-,1.780,1.520,-,-,-,-,-,0,"14,14","13,99"
- - -,Int,Luís Maximiano,POR,23 (1),2.043,33,"0,68",27,19,77%,65,663,515,3,90%,4,1,25%,0,"2,95","7,93"
- - -,Seg,Abdul Mumin,DF (C),30 (1),2.527,-,-,-,-,-,-,1.675,1.548,-,-,-,-,-,0,13,"3,99"
- - -,,Mickaël Malsa,"MC, ME (C)",11 (10),1.061,-,-,-,-,-,-,624,555,-,-,-,-,-,0,"12,05","5,26"
- - -,Seg,Sory Kaba,DL (C),0 (9),149,-,-,-,-,-,-,34,28,-,-,-,-,-,0,0,"22,95"
- - -,,Kike Barja,ME/MP (DI),39,2.738,-,-,-,-,-,-,1.027,873,-,-,-,-,-,0,"3,91","19,92"
- - -,Seg,Sergi Gómez,DF (C),43,3.664,-,-,-,-,-,-,2.553,2.354,-,-,-,-,-,0,"20,17","2,33"
- - -,,Aitor Fernández,POR,15 (1),1.310,24,"-0,15",21,9,72%,32,421,398,5,89%,4,0,0%,0,"3,64","7,15"
- - -,,Javi Manquillo,"DF (DI), CR (D)",1 (6),176,-,-,-,-,-,-,98,89,-,-,-,-,-,0,"5,11","14,32"
- - -,,Lucas Pérez,"MP (DIC), DL (C)",33 (1),2.603,-,-,-,-,-,-,624,531,-,-,-,-,-,0,"3,08","15,94"
- - -,,Víctor Ruiz,DF (C),14 (1),1.222,-,-,-,-,-,-,819,724,-,-,-,-,-,0,"18,93","2,73"
- - -,,Pablo Insua,DF (C),42 (1),3.551,-,-,-,-,-,-,2.317,2.141,-,-,-,-,-,0,"19,06","2,48"
- - -,,Sergio Arribas,ME/MP (DIC),4 (20),466,-,-,-,-,-,-,175,141,-,-,-,-,-,0,"4,83","16,22"
- - -,,Jaime Seoane,"MC, ME/MP (C)",32 (1),2.477,-,-,-,-,-,-,1.554,1.384,-,-,-,-,-,0,"13,88","5,09"
- - -,,Arnau Martínez,"DF (DC), CR (D)",8 (7),546,-,-,-,-,-,-,336,313,-,-,-,-,-,0,"12,86","15,16"
- - -,,Marvin Park,CR/ME/MP (D),36,2.746,-,-,-,-,-,-,1.005,843,-,-,-,-,-,0,"3,7","20,45"
- - -,Seg,Manu Morlanes,"MC, ME/MP (C)",3 (3),288,-,-,-,-,-,-,149,137,-,-,-,-,-,0,"12,5","12,19"
- - -,,Adrià Pedrosa,DF/CR (I),13 (16),1.433,-,-,-,-,-,-,717,625,-,-,-,-,-,0,"10,11","14,57"
- - -,Ret,Fabricio,POR,36,3.261,24,"18,46",25,13,81%,49,809,548,17,89%,2,4,57%,0,"5,52","6,26"
- - -,,Jonathan Dubasin,"ME (I), MP (DI), DL (C)",33,2.594,-,-,-,-,-,-,886,741,-,-,-,-,-,0,"4,75","18,53"
- - -,Les,Federico Gattoni,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Lucas Torró,"MC, ME (C)",30 (4),2.358,-,-,-,-,-,-,1.429,1.264,-,-,-,-,-,0,"12,82","6,03"
- - -,Seg,Nikola Šipčić,DF (C),10 (7),1.132,-,-,-,-,-,-,665,592,-,-,-,-,-,0,"17,17","2,62"
- - -,,Juanpe,"DF (C), MC",37 (1),3.216,-,-,-,-,-,-,2.249,2.051,-,-,-,-,-,0,"13,49","3,97"
- - -,,Máximo Perrone,"MC, ME (C)",36 (1),2.821,-,-,-,-,-,-,1.571,1.414,-,-,-,-,-,0,"11,07","7,5"
- - -,,Juan Otero,"ME/MP (D), DL (C)",26,2.176,-,-,-,-,-,-,784,658,-,-,-,-,-,0,"5,67","13,07"
- - -,,José Arnáiz,"ME/MP (DI), DL (C)",7 (23),919,-,-,-,-,-,-,333,284,-,-,-,-,-,0,"3,13","19,78"
- - -,,Pablo Torre,"ME (C), MP (IC)",2 (8),241,-,-,-,-,-,-,123,112,-,-,-,-,-,0,"10,46","15,31"
- - -,,Vicente Guaita,POR,15 (3),1.386,22,"0,03",12,11,68%,22,445,334,6,88%,2,1,50%,1,"3,64","8,12"
- - -,,Juanlu,DF/CR/ME (D),8 (37),1.749,-,-,-,-,-,-,764,658,-,-,-,-,-,0,"9,67","16,42"
- - -,,Kike,ME/MP (C),32 (1),2.382,-,-,-,-,-,-,1.212,1.085,-,-,-,-,-,0,"10,5","16,25"
- - -,Ret,Vitolo,MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Santiago Colombatto,"MC, ME (C)",34,2.915,-,-,-,-,-,-,1.584,1.417,-,-,-,-,-,0,"13,86","6,05"
- - -,Seg,Iñaki Peña,POR,10,841,10,"1,2",7,6,73%,12,267,229,3,90%,2,1,100%,1,3,"12,73"
- - -,,Javi Muñoz,"MC, ME (DC), MP (C)",7 (16),768,-,-,-,-,-,-,392,346,-,-,-,-,-,0,"9,84","10,08"
- - -,Seg,Aitor Paredes,DF (C),20 (8),2.157,-,-,-,-,-,-,1.698,1.581,-,-,-,-,-,0,"14,14","2,8"
- - -,,Luca Zidane,POR,27 (1),2.232,33,"-2,66",20,18,71%,41,601,406,9,89%,3,2,100%,2,"3,79","8,23"
- - -,Seg,Chris Ramos,"MP (DI), DL (C)",29,2.248,-,-,-,-,-,-,579,495,-,-,-,-,-,0,"1,8","18,5"
- - -,,Kike García,"MP (I), DL (C)",5 (30),1.115,-,-,-,-,-,-,305,264,-,-,-,-,-,0,"1,45","17,52"
- - -,,Jon Guridi,"MC, ME/MP (C)",34 (1),2.666,-,-,-,-,-,-,1.412,1.247,-,-,-,-,-,0,"10,4","14,52"
- - -,,Pep Chavarría,DF/CR/ME (I),28 (1),2.205,-,-,-,-,-,-,1.078,922,-,-,-,-,-,0,"8,24","17,71"
- - -,,Juan Cruz,ME/MP (D),40,2.959,-,-,-,-,-,-,1.029,880,-,-,-,-,-,0,"4,62","16,33"
- - -,,Cote,DF/CR/ME/MP (I),36 (3),2.886,-,-,-,-,-,-,1.498,1.320,-,-,-,-,-,0,"13,81","12,41"
- - -,Ret,Cristian Álvarez,POR,10,815,17,"-3,98",9,4,62%,14,251,176,1,88%,2,1,50%,0,"3,87","7,07"
- - -,,Jaume Domènech,POR,8 (1),677,7,"0,42",7,6,73%,6,197,123,3,89%,2,0,0%,0,"3,99","7,58"
- - -,,Sergio Herrera,POR,28 (2),2.590,33,"7,07",29,21,76%,58,684,496,13,87%,3,0,0%,2,"3,06","8,65"
- - -,,Dario Đumić,DF (C),27 (1),2.492,-,-,-,-,-,-,1.570,1.399,-,-,-,-,-,0,"17,05","3,07"
- - -,Seg,Martín Merquelanz,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ret,Álvaro Negredo,"MP (C), DL (C)",3 (14),568,-,-,-,-,-,-,144,120,-,-,-,-,-,0,"1,43","24,72"
