,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Club,Posición,Altura,Peso,Edad,Pierna buena,Personalidad,Conocimientos,Felicidad general,Media,Nac,RM,Estilo
- - -,,Mika Mármol,Las Palmas,DF (IC),181 cm,71 kg,22,Izquierda,,---,,6.88,ESP,Muy buena,Inteligente
- - -,,Marko Dmitrović,Sevilla,POR,190 cm,81 kg,32,Izquierda,,---,,6.64,SRB,Muy buena,Distribuidor
- - -,Seg,Martin Valjent,Mallorca,"DF (DC), MC",186 cm,70 kg,28,Derecha,,---,,6.69,SVK,Muy buena,Físico
- - -,,Álex Berenguer,A. Bilbao,"CR (I), ME (DI), MP (DIC)",175 cm,73 kg,28,Derecha,,---,,6.89,ESP,Muy buena,Técnico
- - -,Int,Claudio Bravo,Real Hispalis,POR,184 cm,83 kg,41,Derecha,,---,,6.64,CHI,Muy buena,Distribuidor
- - -,Seg,Tasos Douvikas,Vigo,DL (C),184 cm,76 kg,24,Derecha,,---,,6.71,GRE,Muy buena,Físico
- - -,,Pepelu,Valencia,"MC, ME (C)",185 cm,73 kg,25,Derecha,,---,,07.09,ESP,Muy buena,Inteligente
- - -,,Kirian,Las Palmas,ME/MP (C),180 cm,70 kg,28,Derecha,,---,,07.08,ESP,Muy buena,Creativo
- - -,,Dimitri Foulquier,Valencia,"DF (DI), CR (D)",183 cm,77 kg,31,Derecha,,---,,6.85,GLP,Muy buena,Físico
- - -,,Cenk Özkacar,Valencia,DF (C),190 cm,90 kg,23,Izquierda,,---,,07.01,TUR,Muy buena,Físico
- - -,Seg,David García,Atlético Pamplona,DF (C),185 cm,75 kg,30,Derecha,,---,,6.94,ESP,Muy buena,Inteligente
- - -,Int,Cyle Larin,Mallorca,"MP (DI), DL (C)",188 cm,90 kg,29,Derecha,,---,,6.65,CAN,Muy buena,Físico
- - -,Lib,Mason Greenwood,Getafe,"ME/MP (D), DL (C)",183 cm,70 kg,22,Ambas,,---,,6.90,ENG,Muy buena,Creativo
- - -,,Marc Roca,Real Hispalis,"DF (C), MC, ME (C)",184 cm,77 kg,27,Izquierda,,---,,6.83,ESP,Muy buena,Inteligente
- - -,Int,Ianis Hagi,Alavés,"ME (C), MP (DIC)",182 cm,72 kg,25,Ambas,,---,,6.93,ROU,Muy buena,Creativo
- - -,,David Soria,Getafe,POR,192 cm,85 kg,31,Derecha,,---,,6.79,ESP,Muy buena,Con autoridad
- - -,,Arsen Zakharyan,Real San Sebastián,"ME (C), MP (DIC)",183 cm,72 kg,21,Derecha,,---,,6.76,RUS,Muy buena,Inteligente
- - -,Ofer,Adnan Januzaj,Sevilla,ME/MP (DI),180 cm,75 kg,29,Izquierda,,---,,6.67,BEL,Muy buena,Creativo
- - -,,Filip Jörgensen,Villarreal,POR,189 cm,77 kg,22,Derecha,,---,,6.68,DEN,Muy buena,Guardameta
- - -,Seg,Fran García,R. Madrid,DF/CR/ME (I),169 cm,63 kg,24,Izquierda,,---,,6.84,ESP,Muy buena,Líder
- - -,,Cristhian Stuani,Girona,"MP (D), DL (C)",183 cm,74 kg,37,Derecha,,---,,6.69,URU,Muy buena,Inteligente
- - -,,Rubén García,Atlético Pamplona,ME/MP (DIC),171 cm,72 kg,30,Izquierda,,---,,7.27,ESP,Muy buena,Creativo
- - -,Ret,Pepe Reina,Villarreal,POR,188 cm,90 kg,41,Derecha,,---,,6.55,ESP,Muy buena,Distribuidor
- - -,,Álvaro García,Vallecano,"ME/MP (I), DL (C)",168 cm,58 kg,31,Izquierda,,---,,6.80,ESP,Muy buena,Físico
- - -,Seg,Rafa Mir,Sevilla,DL (C),186 cm,75 kg,27,Derecha,,---,,6.78,ESP,Muy buena,Físico
- - -,,Mihailo Ristić,Vigo,"DF/CR (I), ME (IC)",180 cm,79 kg,28,Solo izquierda,,---,,6.91,SRB,Muy buena,Técnico
- - -,,Gastón Álvarez,Getafe,DF (IC),184 cm,72 kg,24,Izquierda,,---,,6.77,URU,Muy buena,Físico
- - -,Trn,Radamel Falcao,Vallecano,DL (C),177 cm,72 kg,38,Derecha,,---,,6.77,COL,Muy buena,Inteligente
- - -,,Javi Galán,Real San Sebastián,DF/CR (I),172 cm,69 kg,29,Solo izquierda,,---,,07.07,ESP,Muy buena,Líder
- - -,,Saúl Coco,Las Palmas,"DF (C), MC",188 cm,82 kg,25,Derecha,,---,,6.89,EQG,Muy buena,Físico
- - -,,Gonçalo Guedes,Villarreal,"ME (DI), MP (DIC), DL (C)",179 cm,72 kg,27,Derecha,,---,,6.93,POR,Muy buena,Físico
- - -,,Selim Amallah,Valencia,"MC, ME (DC), MP (DIC)",186 cm,82 kg,27,Derecha,,---,,6.70,MAR,Muy buena,Técnico
- - -,Seg,Giovanni González,Mallorca,"DF (DIC), CR/ME (D)",173 cm,73 kg,29,Derecha,,---,,6.57,URU,Muy buena,Líder
- - -,,Gonzalo Villar,Granada,"MC, ME (C)",181 cm,73 kg,26,Derecha,,---,,6.74,ESP,Muy buena,Técnico
- - -,,Sheraldo Becker,Real San Sebastián,"ME (D), MP (DI), DL (C)",180 cm,70 kg,29,Derecha,,---,,6.85,SUR,Muy buena,Físico
- - -,Seg,Pablo Fornals,Real Hispalis,"ME (C), MP (IC)",178 cm,67 kg,28,Derecha,,---,,6.81,ESP,Muy buena,Técnico
- - -,,Florian Lejeune,Vallecano,DF (C),190 cm,82 kg,33,Derecha,,---,,6.89,FRA,Muy buena,Técnico
- - -,Seg,Aitor Ruibal,Real Hispalis,DF/CR/ME/MP (D),180 cm,75 kg,28,Derecha,,---,,07.05,ESP,Muy buena,Líder
- - -,,Julián Araujo,Las Palmas,DF/CR/ME (D),178 cm,70 kg,22,Derecha,,---,,6.81,MEX,Muy buena,Físico
- - -,Trn,Oriol Romeu,Barcelona,"MC, ME (C)",182 cm,79 kg,32,Derecha,,---,,6.67,ESP,Muy buena,Líder
- - -,,Edgar Badía,Zaragoza,POR,181 cm,78 kg,32,Derecha,,---,,6.96,ESP,Muy buena,Guardameta
- - -,Seg,Abdelkabir Abqar,Alavés,DF (C),188 cm,80 kg,25,Derecha,,---,,6.91,MAR,Muy buena,Físico
- - -,Seg,Borja Mayoral,Getafe,DL (C),182 cm,74 kg,27,Derecha,,---,,6.82,ESP,Muy buena,Inteligente
- - -,,Rominigue Kouamé,Cádiz,"DF/CR (I), MC, ME (C)",177 cm,68 kg,27,Izquierda,,---,,6.98,MLI,Muy buena,Físico
- - -,,Ezequiel Ávila,Real Hispalis,"MP (DIC), DL (C)",172 cm,65 kg,30,Derecha,,---,,6.88,ARG,Muy buena,Líder
- - -,,Álvaro Valles,Las Palmas,POR,190 cm,78 kg,26,Derecha,,---,,6.55,ESP,Muy buena,Guardameta
- - -,Seg,Mohamed Djetei,Albacete,DF (C),185 cm,75 kg,29,Solo derecha,,---,,6.98,CMR,Muy buena,Físico
- - -,,Miguel Crespo,Vallecano,"MC, ME (C)",185 cm,78 kg,27,Derecha,,---,,6.71,POR,Muy buena,Líder
- - -,Seg,Largie Ramazani,Almería,"MP (DI), DL (C)",167 cm,68 kg,23,Derecha,,---,,6.91,BEL,Muy buena,Técnico
- - -,Seg,Abner Vinicius,Real Hispalis,DF/CR (I),181 cm,68 kg,24,Izquierda,,---,,07.01,BRA,Muy buena,Técnico
- - -,,Hugo Duro,Valencia,"MP (IC), DL (C)",182 cm,76 kg,24,Izquierda,,---,,6.88,ESP,Muy buena,Inteligente
- - -,Int,Andrei Raţiu,Vallecano,"DF (D), CR (DI), ME (D)",183 cm,79 kg,26,Derecha,,---,,6.65,ROU,Muy buena,Físico
- - -,,Amath N'Diaye,Valladolid,"MP (DI), DL (C)",175 cm,67 kg,27,Derecha,,---,,6.95,SEN,Muy buena,Físico
- - -,,Luis Rioja,Alavés,"ME (I), MP (DI)",173 cm,65 kg,30,Izquierda,,---,,6.97,ESP,Muy buena,Líder
- - -,,Fran Pérez,Valencia,"ME (D), MP (DI)",176 cm,74 kg,21,Derecha,,---,,6.83,ESP,Muy buena,Creativo
- - -,Seg,Ibrahima Koné,Almería,DL (C),190 cm,84 kg,25,Izquierda,,---,,6.67,MLI,Muy buena,Físico
- - -,Seg,Jon Moncayola,Atlético Pamplona,"MC, ME (C)",180 cm,73 kg,26,Derecha,,---,,6.92,ESP,Muy buena,Líder
- - -,,Iddrisu Baba,Almería,"MC, ME (C)",182 cm,73 kg,28,Derecha,,---,,6.76,GHA,Muy buena,Físico
- - -,Int,Nemanja Radonjić,Mallorca,"MP (DIC), DL (C)",185 cm,77 kg,28,Derecha,,---,,6.81,SRB,Muy buena,Creativo
- - -,,Jonathan Viera,Almería,ME/MP (IC),171 cm,65 kg,34,Derecha,,---,,6.54,ESP,Muy buena,Creativo
- - -,,Paulo Gazzaniga,Girona,POR,196 cm,90 kg,32,Derecha,,---,,6.63,ARG,Muy buena,Distribuidor
- - -,,Chadi Riad,Real Hispalis,DF (C),187 cm,81 kg,21,Izquierda,,---,,6.90,MAR,Muy buena,Físico
- - -,Les,Roman Yaremchuk,Valencia,"MP (C), DL (C)",191 cm,79 kg,28,Derecha,,---,,6.90,UKR,Muy buena,Técnico
- - -,Seg,Willian José,Real Hispalis,"MP (C), DL (C)",186 cm,86 kg,32,Derecha,,---,,6.79,ESP,Muy buena,Técnico
- - -,,Jonathan Silva,Albacete,DF/CR (I),178 cm,72 kg,29,Solo izquierda,,---,,6.84,ARG,Muy buena,Técnico
- - -,,Enzo Loiodice,Las Palmas,ME/MP (C),176 cm,60 kg,23,Izquierda,,---,,6.91,FRA,Muy buena,Técnico
- - -,Trn,Raúl García,A. Bilbao,"ME/MP (C), DL (C)",184 cm,83 kg,37,Derecha,,---,,6.70,ESP,Muy buena,Líder
- - -,,Keita Baldé,Espanyol,"MP (DIC), DL (C)",181 cm,77 kg,29,Derecha,,---,,6.84,SEN,Muy buena,Físico
- - -,,David López,Girona,"DF (C), MC",184 cm,81 kg,34,Derecha,,---,,6.80,ESP,Muy buena,Inteligente
- - -,Pet,Beñat Turrientes,Real San Sebastián,"MC, ME (C)",179 cm,73 kg,22,Derecha,,---,,6.76,ESP,Muy buena,Líder
- - -,Int,Anthony Lozano,Almería,DL (C),183 cm,73 kg,31,Derecha,,---,,6.74,HON,Muy buena,Físico
- - -,Seg,Sergi Cardona,Las Palmas,DF/CR/ME (I),185 cm,77 kg,24,Izquierda,,---,,6.99,ESP,Muy buena,Técnico
- - -,,Matteo Gabbia,Sevilla,"DF (C), MC",185 cm,78 kg,24,Derecha,,---,,6.60,ITA,Muy buena,Físico
- - -,,Óscar Valentín,Vallecano,"MC, ME (C)",177 cm,72 kg,29,Derecha,,---,,6.82,ESP,Muy buena,Líder
- - -,,Yvan Neyou,Leganés,"MC, ME (DC), MP (DIC)",180 cm,63 kg,27,Derecha,,---,,6.87,CMR,Muy buena,Físico
- - -,,Ander Guevara,Alavés,"MC, ME (C)",180 cm,73 kg,26,Derecha,,---,,6.97,ESP,Muy buena,Líder
- - -,,Tomás Alarcón,Cartagena,"MC, ME (C)",181 cm,79 kg,25,Derecha,,---,,6.73,CHI,Muy buena,Líder
- - -,Seg,Thierry Rendall Correia,Valencia,"DF (DI), CR (D)",179 cm,72 kg,25,Derecha,,---,,6.84,POR,Muy buena,Físico
- - -,Seg,Rodrigo Riquelme,A. Madrid,"CR (I), ME/MP (DIC)",174 cm,70 kg,24,Derecha,,---,,6.68,ESP,Muy buena,Creativo
- - -,Seg,Igor Zubeldia,Real San Sebastián,"DF (C), MC",180 cm,79 kg,27,Derecha,,---,,6.78,ESP,Muy buena,Técnico
- - -,Seg,Manu Trigueros,Villarreal,ME (C),178 cm,74 kg,32,Derecha,,---,,6.66,ESP,Muy buena,Técnico
- - -,Int,Florin Andone,Eldense,DL (C),180 cm,78 kg,31,Derecha,,---,,6.72,ROU,Muy buena,Líder
- - -,Seg,Santi Comesaña,Villarreal,"MC, ME (C)",184 cm,75 kg,27,Derecha,,---,,6.80,ESP,Muy buena,Físico
- - -,,Houboulang Mendes,Mirandés,"DF (DC), CR (D)",184 cm,73 kg,26,Derecha,,---,,6.79,GNB,Muy buena,Físico
- - -,,Óliver,Sevilla,ME/MP (IC),178 cm,70 kg,29,Derecha,,---,,6.82,ESP,Muy buena,Técnico
- - -,,Sandro,Las Palmas,"MP (DI), DL (C)",175 cm,72 kg,28,Derecha,,---,,6.72,ESP,Muy buena,Creativo
- - -,,Ramón Terrats,Villarreal,"MC, ME (C)",181 cm,78 kg,23,Izquierda,,---,,6.86,ESP,Muy buena,Técnico
- - -,Seg,Loïc Badé,Sevilla,DF (C),191 cm,89 kg,24,Derecha,,---,,6.89,FRA,Muy buena,Físico
- - -,,Jaime Mata,Getafe,"MP (C), DL (C)",185 cm,74 kg,35,Derecha,,---,,6.74,ESP,Muy buena,Inteligente
- - -,,Fernando Pacheco,Espanyol,POR,186 cm,81 kg,32,Izquierda,,---,,6.58,ESP,Muy buena,Guardameta
- - -,,Andoni Gorosabel,Alavés,DF/CR (D),174 cm,70 kg,27,Derecha,,---,,6.86,ESP,Muy buena,Físico
- - -,Trn,Keidi Bare,Espanyol,"MC, ME (C)",174 cm,66 kg,26,Derecha,,---,,6.76,ALB,Muy buena,Técnico
- - -,,Portu,Girona,ME/MP (DIC),178 cm,71 kg,32,Derecha,,---,,07.03,ESP,Muy buena,Líder
- - -,,Ander Capa,Levante,DF/CR/ME/MP (D),175 cm,76 kg,32,Derecha,,---,,07.03,ESP,Muy buena,Inteligente
- - -,,Iván Martín,Girona,"ME (IC), MP (DIC)",178 cm,75 kg,25,Izquierda,,---,,6.88,ESP,Muy buena,Técnico
- - -,,Unai Vencedor,Eibar,"MC, ME (C)",176 cm,71 kg,23,Derecha,,---,,6.84,ESP,Muy buena,Físico
- - -,Seg,Álvaro Fernández,Huesca,POR,185 cm,75 kg,26,Derecha,,---,,6.66,ESP,Muy buena,Con autoridad
- - -,Seg,Antonio Sivera,Alavés,POR,185 cm,75 kg,27,Solo derecha,,---,,6.78,ESP,Muy buena,Guardameta
- - -,,José Callejón,Granada,ME/MP (D),178 cm,73 kg,37,Derecha,,---,,6.85,ESP,Muy buena,Inteligente
- - -,Seg,Jorge De Frutos,Vallecano,ME/MP (DI),173 cm,71 kg,27,Derecha,,---,,6.96,ESP,Muy buena,Físico
- - -,Les,Flavien-Enzo Boyomo,Valladolid,DF (DC),180 cm,76 kg,22,Derecha,,---,,7.14,CMR,Muy buena,Técnico
- - -,,Moi Gómez,Atlético Pamplona,ME/MP (IC),176 cm,73 kg,29,Derecha,,---,,6.88,ESP,Muy buena,Técnico
- - -,Fic,Boubakary Soumaré,Sevilla,"MC, ME (C)",188 cm,82 kg,25,Derecha,,---,,6.81,FRA,Muy buena,Físico
- - -,,Matija Nastasić,Mallorca,DF (C),188 cm,83 kg,31,Izquierda,,---,,7.22,SRB,Muy buena,Inteligente
- - -,,Diego Rico,Getafe,DF/CR (I),181 cm,75 kg,31,Izquierda,,---,,6.91,ESP,Muy buena,Físico
- - -,,Carles Aleñá,Getafe,ME/MP (C),180 cm,73 kg,26,Izquierda,,---,,7.11,ESP,Muy buena,Creativo
- - -,Seg,Alejandro Catena,Atlético Pamplona,DF (C),194 cm,78 kg,29,Derecha,,---,,6.72,ESP,Muy buena,Técnico
- - -,,Kento Hashimoto,Huesca,"MC, ME (C)",183 cm,72 kg,30,Derecha,,---,,6.92,JPN,Muy buena,Inteligente
- - -,Seg,Fran Beltrán,Vigo,"MC, ME (C)",165 cm,64 kg,25,Derecha,,---,,6.67,ESP,Muy buena,Inteligente
- - -,Seg,Sokratis Papastathopoulos,Real Hispalis,DF (C),186 cm,85 kg,36,Derecha,,---,,6.69,GRE,Muy buena,Líder
- - -,Seg,Esteban Saveljich,Burgos,DF (C),187 cm,82 kg,33,Solo derecha,,---,,6.78,MNE,Muy buena,Inteligente
- - -,Seg,Lucas Robertone,Almería,"ME (DC), MP (C)",174 cm,70 kg,27,Derecha,,---,,6.84,ARG,Muy buena,Inteligente
- - -,,Luis Milla,Getafe,"MC, ME (C)",175 cm,68 kg,29,Derecha,,---,,7.00,ESP,Muy buena,Líder
- - -,Int,Alex Paşcanu,S. Gijón,DF (DIC),187 cm,75 kg,25,Derecha,,---,,6.90,ROU,Muy buena,Físico
- - -,,Íñigo Ruiz de Galarreta,A. Bilbao,"MC, ME (C)",174 cm,66 kg,30,Derecha,,---,,6.59,ESP,Muy buena,Técnico
- - -,,Konrad De la Fuente,Eibar,ME/MP (DI),170 cm,63 kg,22,Derecha,,---,,6.95,USA,Muy buena,Creativo
- - -,,Óscar De Marcos,A. Bilbao,DF/CR/ME/MP (D),182 cm,77 kg,35,Derecha,,---,,6.76,ESP,Muy buena,Líder
- - -,,Yeray,A. Bilbao,DF (DC),182 cm,79 kg,29,Derecha,,---,,6.77,ESP,Muy buena,Inteligente
- - -,Seg,Víctor Chust,Cádiz,DF (C),182 cm,74 kg,24,Derecha,,---,,7.13,ESP,Muy buena,Físico
- - -,,Kiko Femenía,Villarreal,DF/CR/ME (D),176 cm,69 kg,33,Derecha,,---,,6.64,ESP,Muy buena,Técnico
- - -,,Diego López,Valencia,"ME/MP (DI), DL (C)",172 cm,62 kg,22,Derecha,,---,,6.95,ESP,Muy buena,Físico
- - -,,Dyego Sousa,Alcorcón,DL (C),190 cm,85 kg,34,Derecha,,---,,6.72,POR,Muy buena,Líder
- - -,,Pere Milla,Espanyol,"MP (DIC), DL (C)",179 cm,72 kg,31,Izquierda,,---,,6.92,ESP,Muy buena,Líder
- - -,,Antonio Raíllo,Mallorca,"DF (C), MC",186 cm,77 kg,32,Derecha,,---,,6.93,ESP,Muy buena,Líder
- - -,,Unai López,Vallecano,"MC, ME (C)",170 cm,67 kg,28,Derecha,,---,,6.93,ESP,Muy buena,Técnico
- - -,,Jean-Sylvain Babin,Alcorcón,DF (C),183 cm,87 kg,37,Derecha,,---,,6.82,MTQ,Muy buena,Inteligente
- - -,,Gerard Gumbau,Granada,"MC, ME (C)",187 cm,77 kg,29,Izquierda,,---,,6.97,ESP,Muy buena,Inteligente
- - -,,André Almeida,Valencia,ME/MP (C),176 cm,66 kg,24,Derecha,,---,,6.72,POR,Muy buena,Técnico
- - -,,Alberto Moleiro,Las Palmas,ME/MP (IC),170 cm,65 kg,20,Derecha,,---,,6.89,ESP,Muy buena,Creativo
- - -,Seg,Iván Villar,Vigo,POR,189 cm,76 kg,26,Derecha,,---,,6.80,ESP,Muy buena,Guardameta
- - -,,Uroš Đurđević,S. Gijón,"MP (I), DL (C)",182 cm,80 kg,30,Solo derecha,,---,,6.85,MNE,Muy buena,Físico
- - -,Seg,Iker Muñoz,Atlético Pamplona,"MC, ME (C)",179 cm,74 kg,21,Derecha,,---,,6.80,ESP,Muy buena,Inteligente
- - -,,Rubén Peña,Atlético Pamplona,"DF/CR (DI), ME/MP (D)",170 cm,65 kg,32,Derecha,,---,,6.78,ESP,Muy buena,Inteligente
- - -,,Dani García,A. Bilbao,"MC, ME (C)",180 cm,80 kg,34,Derecha,,---,,6.77,ESP,Muy buena,Líder
- - -,Seg,Yan Eteki,Alcorcón,"MC, ME (C)",182 cm,76 kg,26,Derecha,,---,,6.89,CMR,Muy buena,Líder
- - -,Seg,Juan Miranda,Real Hispalis,DF/CR (I),185 cm,76 kg,24,Izquierda,,---,,6.62,ESP,Muy buena,Físico
- - -,Seg,Adrián Embarba,Almería,"ME (DI), MP (DIC)",173 cm,63 kg,32,Derecha,,---,,6.86,ESP,Muy buena,Creativo
- - -,,Dion Lopy,Almería,"MC, ME (C)",186 cm,84 kg,22,Derecha,,---,,6.72,SEN,Muy buena,Técnico
- - -,Seg,Hugo Guillamón,Valencia,"DF (C), MC, ME (C)",182 cm,76 kg,24,Derecha,,---,,6.81,ESP,Muy buena,Inteligente
- - -,Trn,Oscar Trejo,Vallecano,ME/MP (C),180 cm,78 kg,36,Derecha,,---,,6.60,ARG,Muy buena,Técnico
- - -,,Íñigo Lekue,A. Bilbao,"DF/CR (DI), ME/MP (D)",180 cm,71 kg,31,Derecha,,---,,6.71,ESP,Muy buena,Técnico
- - -,,Juanmi,Cádiz,"MP (IC), DL (C)",172 cm,63 kg,31,Derecha,,---,,6.75,ESP,Muy buena,Inteligente
- - -,,Mohammed Bouldini,Levante,DL (C),184 cm,74 kg,28,Derecha,,---,,6.88,MAR,Muy buena,Físico
- - -,,Gonzalo Escalante,Cádiz,"MC, ME (C)",183 cm,75 kg,31,Derecha,,---,,6.81,ARG,Muy buena,Líder
- - -,Fic,José Ángel Carmona,Getafe,"DF (DC), CR (D)",184 cm,74 kg,22,Derecha,,---,,6.95,ESP,Muy buena,Líder
- - -,,Julen Agirrezabala,A. Bilbao,POR,187 cm,83 kg,23,Izquierda,,---,,07.08,ESP,Muy buena,Guardameta
- - -,,Aleksandar Sedlar,Alavés,"DF (DC), CR (D)",180 cm,79 kg,32,Derecha,,---,,6.67,SRB,Muy buena,Inteligente
- - -,Seg,Edgar,Almería,"DF (C), MC",193 cm,78 kg,27,Solo derecha,,---,,6.75,ESP,Muy buena,Técnico
- - -,Les,Emilio Nsué,Intercity,"DF/CR/ME/MP (D), DL (C)",178 cm,72 kg,34,Derecha,,---,,6.88,EQG,Muy buena,Líder
- - -,Seg,Pablo Barrios,A. Madrid,"MC, ME (C)",181 cm,76 kg,21,Derecha,,---,,6.55,ESP,Muy buena,Creativo
- - -,,Iván Romero,Levante,"MP (DI), DL (C)",173 cm,69 kg,23,Derecha,,---,,7.00,ESP,Muy buena,Técnico
- - -,,Antonio Blanco,Alavés,"MC, ME (C)",175 cm,63 kg,23,Derecha,,---,,6.83,ESP,Muy buena,Inteligente
- - -,,Carlos Clerc,Elche,DF/CR (I),182 cm,68 kg,32,Izquierda,,---,,07.04,ESP,Muy buena,Inteligente
- - -,Int,Luís Maximiano,Almería,POR,190 cm,86 kg,25,Derecha,,---,,6.61,POR,Muy buena,Guardameta
- - -,Seg,Abdul Mumin,Vallecano,DF (C),188 cm,80 kg,26,Derecha,,---,,6.86,GHA,Muy buena,Físico
- - -,,Mickaël Malsa,Valladolid,"MC, ME (C)",178 cm,71 kg,28,Derecha,,---,,6.77,MTQ,Muy buena,Técnico
- - -,Seg,Sory Kaba,Las Palmas,DL (C),191 cm,80 kg,29,Derecha,,---,,6.80,GUI,Muy buena,Físico
- - -,,Kike Barja,Atlético Pamplona,ME/MP (DI),178 cm,74 kg,27,Derecha,,---,,6.94,ESP,Muy buena,Técnico
- - -,Seg,Sergi Gómez,Espanyol,DF (C),183 cm,75 kg,32,Derecha,,---,,07.07,ESP,Muy buena,Técnico
- - -,,Aitor Fernández,Atlético Pamplona,POR,182 cm,78 kg,33,Derecha,,---,,6.59,ESP,Muy buena,Guardameta
- - -,,Javi Manquillo,Vigo,"DF (DI), CR (D)",178 cm,76 kg,30,Solo derecha,,---,,6.50,ESP,Muy buena,Inteligente
- - -,,Lucas Pérez,Coruña,"MP (DIC), DL (C)",181 cm,78 kg,35,Izquierda,,---,,6.92,ESP,Muy buena,Técnico
- - -,,Víctor Ruiz,Espanyol,DF (C),184 cm,80 kg,35,Izquierda,,---,,6.64,ESP,Muy buena,Líder
- - -,,Pablo Insua,S. Gijón,DF (C),187 cm,80 kg,30,Derecha,,---,,6.94,ESP,Muy buena,Técnico
- - -,,Sergio Arribas,Almería,ME/MP (DIC),173 cm,63 kg,22,Izquierda,,---,,6.78,ESP,Muy buena,Creativo
- - -,,Jaime Seoane,Oviedo,"MC, ME/MP (C)",175 cm,73 kg,27,Derecha,,---,,6.66,ESP,Muy buena,Técnico
- - -,,Arnau Martínez,Girona,"DF (DC), CR (D)",182 cm,79 kg,21,Derecha,,---,,6.63,ESP,Muy buena,Inteligente
- - -,,Marvin Park,Las Palmas,CR/ME/MP (D),177 cm,63 kg,23,Derecha,,---,,6.89,NGA,Muy buena,Físico
- - -,Seg,Manu Morlanes,Mallorca,"MC, ME/MP (C)",178 cm,75 kg,25,Derecha,,---,,6.82,ESP,Muy buena,Técnico
- - -,,Adrià Pedrosa,Sevilla,DF/CR (I),176 cm,69 kg,26,Izquierda,,---,,6.72,ESP,Muy buena,Técnico
- - -,Ret,Fabricio,Ibiza,POR,184 cm,78 kg,36,Derecha,,---,,7.15,ESP,Muy buena,Distribuidor
- - -,,Jonathan Dubasin,Oviedo,"ME (I), MP (DI), DL (C)",180 cm,76 kg,24,Derecha,,---,,6.96,BEL,Muy buena,Físico
- - -,Les,Federico Gattoni,Sevilla,DF (C),183 cm,79 kg,25,Derecha,,---,,-,ARG,Muy buena,Técnico
- - -,Seg,Lucas Torró,Atlético Pamplona,"MC, ME (C)",190 cm,77 kg,29,Derecha,,---,,6.72,ESP,Muy buena,Líder
- - -,Seg,Nikola Šipčić,Tenerife,DF (C),192 cm,83 kg,29,Derecha,,---,,6.68,MNE,Muy buena,Físico
- - -,,Juanpe,Girona,"DF (C), MC",190 cm,79 kg,33,Derecha,,---,,6.86,ESP,Muy buena,Técnico
- - -,,Máximo Perrone,Las Palmas,"MC, ME (C)",178 cm,67 kg,21,Izquierda,,---,,6.84,ARG,Muy buena,Inteligente
- - -,,Juan Otero,S. Gijón,"ME/MP (D), DL (C)",179 cm,70 kg,29,Derecha,,---,,7.16,COL,Muy buena,Creativo
- - -,,José Arnáiz,Atlético Pamplona,"ME/MP (DI), DL (C)",175 cm,70 kg,29,Derecha,,---,,6.85,ESP,Muy buena,Creativo
- - -,,Pablo Torre,Girona,"ME (C), MP (IC)",173 cm,57 kg,21,Derecha,,---,,6.78,ESP,Muy buena,Técnico
- - -,,Vicente Guaita,Vigo,POR,190 cm,79 kg,37,Solo derecha,,---,,6.52,ESP,Muy buena,Distribuidor
- - -,,Juanlu,Sevilla,DF/CR/ME (D),186 cm,68 kg,20,Derecha,,---,,6.64,ESP,Muy buena,Físico
- - -,,Kike,Vallecano,ME/MP (C),184 cm,80 kg,27,Izquierda,,---,,6.84,ESP,Muy buena,Técnico
- - -,Ret,Vitolo,A. Madrid,MP (DI),184 cm,80 kg,34,Derecha,,---,,-,ESP,Muy buena,Creativo
- - -,,Santiago Colombatto,Oviedo,"MC, ME (C)",179 cm,71 kg,27,Izquierda,,---,,6.96,ARG,Muy buena,Técnico
- - -,Seg,Iñaki Peña,Barcelona,POR,184 cm,78 kg,25,Derecha,,---,,6.81,ESP,Muy buena,Distribuidor
- - -,,Javi Muñoz,Las Palmas,"MC, ME (DC), MP (C)",176 cm,70 kg,29,Derecha,,---,,6.73,ESP,Muy buena,Inteligente
- - -,Seg,Aitor Paredes,A. Bilbao,DF (C),186 cm,77 kg,24,Derecha,,---,,6.74,ESP,Muy buena,Técnico
- - -,,Luca Zidane,Eibar,POR,181 cm,78 kg,26,Derecha,,---,,6.53,ALG,Muy buena,Distribuidor
- - -,Seg,Chris Ramos,Cádiz,"MP (DI), DL (C)",193 cm,80 kg,27,Derecha,,---,,6.87,ESP,Muy buena,Físico
- - -,,Kike García,Alavés,"MP (I), DL (C)",186 cm,79 kg,34,Derecha,,---,,6.70,ESP,Muy buena,Líder
- - -,,Jon Guridi,Alavés,"MC, ME/MP (C)",179 cm,64 kg,29,Izquierda,,---,,6.74,ESP,Muy buena,Líder
- - -,,Pep Chavarría,Vallecano,DF/CR/ME (I),174 cm,72 kg,26,Solo izquierda,,---,,6.71,ESP,Muy buena,Técnico
- - -,,Juan Cruz,Leganés,ME/MP (D),177 cm,72 kg,24,Izquierda,,---,,07.02,ARG,Muy buena,Técnico
- - -,,Cote,S. Gijón,DF/CR/ME/MP (I),182 cm,76 kg,34,Solo izquierda,,---,,7.00,ESP,Muy buena,Técnico
- - -,Ret,Cristian Álvarez,Zaragoza,POR,186 cm,82 kg,38,Derecha,,---,,6.41,ARG,Muy buena,Con autoridad
