Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
player_221,"DF/CR (I), MC, ME (C)",32 (4),2.903,-,-,-,-,-,-,1.672,1.497,-,-,-,-,-,0,"11,13","6,26"
player_222,"MP (DIC), DL (C)",5 (15),697,-,-,-,-,-,-,198,170,-,-,-,-,-,0,"1,03","20,01"
player_223,POR,33,2.871,40,"1,64",23,23,73%,63,985,828,7,88%,3,1,20%,1,"3,51","5,64"
player_224,DF (C),43,3.691,-,-,-,-,-,-,2.597,2.374,-,-,-,-,-,0,"15,24",3
player_225,"MC, ME (C)",3 (29),974,-,-,-,-,-,-,466,416,-,-,-,-,-,0,"11,27","11,37"
player_226,"MP (DI), DL (C)",38,2.476,-,-,-,-,-,-,902,767,-,-,-,-,-,0,"2,18","18,83"
player_227,DF/CR (I),41 (2),3.782,-,-,-,-,-,-,2.294,2.030,-,-,-,-,-,0,"11,16","15,97"
player_228,"MP (IC), DL (C)",35,2.813,-,-,-,-,-,-,720,617,-,-,-,-,-,0,"2,69","15,77"
player_229,"DF (D), CR (DI), ME (D)",11 (16),1.204,-,-,-,-,-,-,481,402,-,-,-,-,-,1,"7,33","20,26"
player_230,"MP (DI), DL (C)",38 (1),2.970,-,-,-,-,-,-,1.014,855,-,-,-,-,-,0,"3,88","21,24"
player_231,"ME (I), MP (DI)",35,2.760,-,-,-,-,-,-,1.007,820,-,-,-,-,-,0,"4,21","16,53"
player_232,"ME (D), MP (DI)",40,2.468,-,-,-,-,-,-,1.004,866,-,-,-,-,-,0,"4,23","17,36"
player_233,DL (C),0 (16),293,-,-,-,-,-,-,77,69,-,-,-,-,-,0,"0,31","24,57"
player_234,"MC, ME (C)",37 (2),3.227,-,-,-,-,-,-,1.973,1.757,-,-,-,-,-,0,"13,83","6,16"
player_235,"MC, ME (C)",32,2.802,-,-,-,-,-,-,1.597,1.419,-,-,-,-,-,0,"9,86","8,7"
player_236,"MP (DIC), DL (C)",35,2.199,-,-,-,-,-,-,775,656,-,-,-,-,-,0,"3,48","21,16"
player_237,ME/MP (IC),3 (5),294,-,-,-,-,-,-,104,80,-,-,-,-,-,0,"8,27","15,92"
player_238,POR,35,3.150,50,"-0,3",27,18,72%,81,869,724,8,88%,3,1,20%,4,"3,49","9,29"
player_239,DF (C),33,2.861,-,-,-,-,-,-,1.971,1.766,-,-,-,-,-,0,"12,65","3,62"
player_240,"MP (C), DL (C)",3 (15),511,-,-,-,-,-,-,116,100,-,-,-,-,-,0,"0,88","14,79"
player_241,"MP (C), DL (C)",6 (31),1.244,-,-,-,-,-,-,301,272,-,-,-,-,-,0,"1,52","17,8"
player_242,DF/CR (I),35 (1),3.152,-,-,-,-,-,-,1.649,1.438,-,-,-,-,-,0,"11,99","13,05"
player_243,ME/MP (C),37,3.253,-,-,-,-,-,-,1.639,1.426,-,-,-,-,-,0,"12,64","12,75"
player_244,"ME/MP (C), DL (C)",1 (13),331,-,-,-,-,-,-,115,99,-,-,-,-,-,0,"7,89","21,21"
player_245,"MP (DIC), DL (C)",4 (17),677,-,-,-,-,-,-,168,142,-,-,-,-,-,0,"1,6","15,69"
player_246,"DF (C), MC",8 (12),909,-,-,-,-,-,-,615,566,-,-,-,-,-,0,"12,18","4,95"
player_247,"MC, ME (C)",37 (2),2.273,-,-,-,-,-,-,1.413,1.277,-,-,-,-,-,0,"11,05","6,65"
player_248,DL (C),3 (27),1.037,-,-,-,-,-,-,285,242,-,-,-,-,-,0,"1,39","21,35"
player_249,DF/CR/ME (I),32,2.786,-,-,-,-,-,-,1.434,1.279,-,-,-,-,-,0,"13,12","14,31"
player_250,"DF (C), MC",1 (1),43,-,-,-,-,-,-,33,31,-,-,-,-,-,0,-,-
player_251,"MC, ME (C)",39,3.136,-,-,-,-,-,-,1.930,1.765,-,-,-,-,-,0,"10,36","7,03"
player_252,"MC, ME (DC), MP (DIC)",10 (19),1.359,-,-,-,-,-,-,563,476,-,-,-,-,-,0,"8,28","14,5"
player_253,"MC, ME (C)",39,3.467,-,-,-,-,-,-,2.182,1.978,-,-,-,-,-,0,"12,62","5,69"
player_254,"MC, ME (C)",40,3.534,-,-,-,-,-,-,1.844,1.641,-,-,-,-,-,0,"12,43","10,06"
player_255,"DF (DI), CR (D)",32,2.789,-,-,-,-,-,-,1.513,1.325,-,-,-,-,-,1,"11,29","16,01"
player_256,"CR (I), ME/MP (DIC)",5 (5),399,-,-,-,-,-,-,198,169,-,-,-,-,-,0,"9,02","19,17"
player_257,"DF (C), MC",11 (8),1.411,-,-,-,-,-,-,1.058,1.010,-,-,-,-,-,0,"16,01","2,74"
player_258,ME (C),7 (28),1.275,-,-,-,-,-,-,748,662,-,-,-,-,-,0,"10,87",12
player_259,DL (C),40,2.673,-,-,-,-,-,-,680,589,-,-,-,-,-,0,"2,46","15,52"
player_260,"MC, ME (C)",4 (13),466,-,-,-,-,-,-,237,204,-,-,-,-,-,0,"14,68","9,08"
player_261,"DF (DC), CR (D)",36,3.223,-,-,-,-,-,-,1.876,1.617,-,-,-,-,-,0,"14,24","5,25"
player_262,ME/MP (IC),41 (4),2.566,-,-,-,-,-,-,1.303,1.136,-,-,-,-,-,0,"11,08","14,52"
player_263,"MP (DI), DL (C)",33 (1),2.162,-,-,-,-,-,-,559,485,-,-,-,-,-,0,"1,67","20,02"
player_264,"MC, ME (C)",18 (23),2.189,-,-,-,-,-,-,1.129,990,-,-,-,-,-,0,"12,75","14,97"
player_265,DF (C),22 (6),2.260,-,-,-,-,-,-,1.652,1.505,-,-,-,-,-,0,"14,34","3,62"
player_266,"MP (C), DL (C)",39 (1),2.897,-,-,-,-,-,-,727,626,-,-,-,-,-,0,"2,08","20,07"
player_267,POR,34,2.994,45,"-8,27",25,13,68%,60,1.044,933,5,88%,2,0,0%,3,"4,54","6,01"
player_268,DF/CR (D),37,3.189,-,-,-,-,-,-,2.057,1.858,-,-,-,-,-,0,"10,78","11,32"
player_269,"MC, ME (C)",6 (30),1.117,-,-,-,-,-,-,517,457,-,-,-,-,-,0,"13,7","10,23"
player_270,ME/MP (DIC),23 (9),1.798,-,-,-,-,-,-,772,675,-,-,-,-,-,0,"4,25","18,07"
player_271,DF/CR/ME/MP (D),34,2.796,-,-,-,-,-,-,1.709,1.564,-,-,-,-,-,0,"13,84","11,01"
player_272,"ME (IC), MP (DIC)",24 (12),2.074,-,-,-,-,-,-,1.028,876,-,-,-,-,-,0,"9,55","16,27"
player_273,"MC, ME (C)",32,2.591,-,-,-,-,-,-,1.427,1.302,-,-,-,-,-,0,"14,07","7,36"
player_274,POR,37,3.330,43,"3,89",29,24,73%,61,1.064,880,10,89%,3,2,40%,1,"3,89","7,16"
player_275,POR,38,3.073,38,"4,75",27,25,74%,60,870,779,13,90%,3,0,0%,1,"4,07","6,53"
player_276,ME/MP (D),0 (7),146,-,-,-,-,-,-,54,44,-,-,-,-,-,0,"2,47","21,58"
player_277,ME/MP (DI),10,869,-,-,-,-,-,-,367,302,-,-,-,-,-,0,"3,94","22,27"
player_278,DF (DC),40,3.630,-,-,-,-,-,-,2.746,2.561,-,-,-,-,-,0,"19,41","1,91"
player_279,ME/MP (IC),4 (37),1.381,-,-,-,-,-,-,568,470,-,-,-,-,-,0,"7,3","17,66"
player_280,"MC, ME (C)",26 (19),2.591,-,-,-,-,-,-,1.539,1.413,-,-,-,-,-,0,"11,25","8,54"
player_281,DF (C),3 (3),375,-,-,-,-,-,-,246,221,-,-,-,-,-,0,"13,68","4,08"
player_282,DF/CR (I),35 (3),3.215,-,-,-,-,-,-,1.807,1.587,-,-,-,-,-,0,"12,23","14,47"
player_283,ME/MP (C),13 (8),1.077,-,-,-,-,-,-,561,508,-,-,-,-,-,0,"11,62","10,19"
player_284,DF (C),40,3.565,-,-,-,-,-,-,2.721,2.540,-,-,-,-,-,0,"15,07","2,58"
player_285,"MC, ME (C)",33,2.807,-,-,-,-,-,-,1.572,1.419,-,-,-,-,-,0,"11,96","8,24"
player_286,"MC, ME (C)",27,2.014,-,-,-,-,-,-,1.308,1.209,-,-,-,-,-,0,"12,11","5,27"
player_287,DF (C),5 (4),696,-,-,-,-,-,-,440,375,-,-,-,-,-,0,"12,54","4,4"
player_288,DF (C),14 (4),1.414,-,-,-,-,-,-,870,806,-,-,-,-,-,0,"12,22","3,82"
player_289,"ME (DC), MP (C)",37,2.987,-,-,-,-,-,-,1.151,1.001,-,-,-,-,-,0,"10,18","18,32"
player_290,"MC, ME (C)",18 (8),1.772,-,-,-,-,-,-,1.013,904,-,-,-,-,-,0,"11,33","11,58"
player_291,DF (DIC),16 (7),1.761,-,-,-,-,-,-,1.041,979,-,-,-,-,-,0,"13,44","6,64"
player_292,"MC, ME (C)",3 (12),470,-,-,-,-,-,-,252,227,-,-,-,-,-,0,"10,34","8,04"
player_293,ME/MP (DI),21 (8),1.525,-,-,-,-,-,-,545,452,-,-,-,-,-,0,"3,66","16,17"
player_294,DF/CR/ME/MP (D),36,3.146,-,-,-,-,-,-,1.905,1.714,-,-,-,-,-,0,"10,67","16,62"
player_295,DF (DC),30,2.405,-,-,-,-,-,-,1.769,1.668,-,-,-,-,-,0,"15,19",4
player_296,DF (C),25,2.279,-,-,-,-,-,-,1.614,1.500,-,-,-,-,-,0,"17,38","2,96"
player_297,DF/CR/ME (D),8 (7),814,-,-,-,-,-,-,426,370,-,-,-,-,-,0,"8,29","17,69"
player_298,"ME/MP (DI), DL (C)",37,2.750,-,-,-,-,-,-,968,823,-,-,-,-,-,0,"3,89","20,95"
player_299,DL (C),17 (17),1.917,-,-,-,-,-,-,467,391,-,-,-,-,-,0,"2,11","17,37"
player_300,"MP (DIC), DL (C)",37,3.095,-,-,-,-,-,-,785,679,-,-,-,-,-,0,"2,79","15,59"
player_301,"DF (C), MC",36,3.137,-,-,-,-,-,-,2.363,2.229,-,-,-,-,-,0,"12,05","3,64"
player_302,"MC, ME (C)",35 (5),2.720,-,-,-,-,-,-,1.444,1.274,-,-,-,-,-,0,"9,53","15,42"
player_303,DF (C),44,3.706,-,-,-,-,-,-,2.277,2.012,-,-,-,-,-,1,"14,72","2,96"
player_304,"MC, ME (C)",37 (1),2.876,-,-,-,-,-,-,1.707,1.470,-,-,-,-,-,0,"11,61","13,64"
player_305,ME/MP (C),14 (22),1.580,-,-,-,-,-,-,744,648,-,-,-,-,-,0,"11,45","11,73"
player_306,ME/MP (IC),23 (9),1.831,-,-,-,-,-,-,670,557,-,-,-,-,-,0,"3,98","18,24"
player_307,POR,25 (1),2.238,24,"9,4",21,12,78%,51,714,483,9,90%,3,1,50%,1,"2,94","10,29"
player_308,"MP (I), DL (C)",37,3.204,-,-,-,-,-,-,810,689,-,-,-,-,-,0,"2,39","23,37"
player_309,"MC, ME (C)",18 (21),1.792,-,-,-,-,-,-,1.050,951,-,-,-,-,-,0,"11,45","6,53"
player_310,"DF/CR (DI), ME/MP (D)",35 (2),2.875,-,-,-,-,-,-,1.556,1.426,-,-,-,-,-,0,"12,15","12,21"
player_311,"MC, ME (C)",32 (1),2.054,-,-,-,-,-,-,1.243,1.113,-,-,-,-,-,0,"10,08","8,46"
player_312,"MC, ME (C)",37,3.171,-,-,-,-,-,-,1.793,1.630,-,-,-,-,-,0,"13,74","6,47"
player_313,DF/CR (I),8 (3),552,-,-,-,-,-,-,357,311,-,-,-,-,-,0,"10,43","14,84"
player_314,"ME (DI), MP (DIC)",18 (18),1.636,-,-,-,-,-,-,656,550,-,-,-,-,-,0,"3,74","17,33"
player_315,"MC, ME (C)",18 (8),1.713,-,-,-,-,-,-,964,857,-,-,-,-,-,0,"8,09","6,57"
player_316,"DF (C), MC, ME (C)",31 (5),2.581,-,-,-,-,-,-,1.559,1.408,-,-,-,-,-,0,"13,29","5,65"
player_317,ME/MP (C),0 (2),49,-,-,-,-,-,-,23,20,-,-,-,-,-,0,-,-
player_318,"DF/CR (DI), ME/MP (D)",12 (8),1.130,-,-,-,-,-,-,627,553,-,-,-,-,-,0,"9,48","13,38"
player_319,"MP (IC), DL (C)",24 (10),2.015,-,-,-,-,-,-,693,595,-,-,-,-,-,0,"3,75","18,45"
player_320,DL (C),23 (9),2.027,-,-,-,-,-,-,513,435,-,-,-,-,-,0,"2,18","16,92"
player_321,"MC, ME (C)",32,2.489,-,-,-,-,-,-,1.495,1.324,-,-,-,-,-,0,"13,02","6,73"
player_322,"DF (DC), CR (D)",36 (1),3.131,-,-,-,-,-,-,1.663,1.447,-,-,-,-,-,0,"12,71","14,49"
player_323,POR,6 (2),685,6,"2,7",5,4,82%,14,192,134,4,90%,3,1,100%,0,"3,02","6,31"
player_324,"DF (DC), CR (D)",6 (4),598,-,-,-,-,-,-,325,286,-,-,-,-,-,0,"9,78","4,36"
player_325,"DF (C), MC",30,2.275,-,-,-,-,-,-,1.391,1.269,-,-,-,-,-,0,"12,86","7,79"
player_326,"DF/CR/ME/MP (D), DL (C)",17 (3),1.579,-,-,-,-,-,-,580,509,-,-,-,-,-,0,"5,02","18,58"
player_327,"MC, ME (C)",3 (23),685,-,-,-,-,-,-,347,318,-,-,-,-,-,0,"9,85","16,55"
player_328,"MP (DI), DL (C)",40,2.761,-,-,-,-,-,-,675,572,-,-,-,-,-,0,"2,58","13,85"
player_329,"MC, ME (C)",41,3.054,-,-,-,-,-,-,1.501,1.305,-,-,-,-,-,0,"10,2","14,85"
player_330,DF/CR (I),35,3.100,-,-,-,-,-,-,1.780,1.520,-,-,-,-,-,0,"14,14","13,99"
player_331,POR,23 (1),2.043,33,"0,68",27,19,77%,65,663,515,3,90%,4,1,25%,0,"2,95","7,93"
player_332,DF (C),30 (1),2.527,-,-,-,-,-,-,1.675,1.548,-,-,-,-,-,0,13,"3,99"
player_333,"MC, ME (C)",11 (10),1.061,-,-,-,-,-,-,624,555,-,-,-,-,-,0,"12,05","5,26"
player_334,DL (C),0 (9),149,-,-,-,-,-,-,34,28,-,-,-,-,-,0,0,"22,95"
player_335,ME/MP (DI),39,2.738,-,-,-,-,-,-,1.027,873,-,-,-,-,-,0,"3,91","19,92"
player_336,DF (C),43,3.664,-,-,-,-,-,-,2.553,2.354,-,-,-,-,-,0,"20,17","2,33"
player_337,POR,15 (1),1.310,24,"-0,15",21,9,72%,32,421,398,5,89%,4,0,0%,0,"3,64","7,15"
player_338,"DF (DI), CR (D)",1 (6),176,-,-,-,-,-,-,98,89,-,-,-,-,-,0,"5,11","14,32"
player_339,"MP (DIC), DL (C)",33 (1),2.603,-,-,-,-,-,-,624,531,-,-,-,-,-,0,"3,08","15,94"
player_340,DF (C),14 (1),1.222,-,-,-,-,-,-,819,724,-,-,-,-,-,0,"18,93","2,73"
player_341,DF (C),42 (1),3.551,-,-,-,-,-,-,2.317,2.141,-,-,-,-,-,0,"19,06","2,48"
player_342,ME/MP (DIC),4 (20),466,-,-,-,-,-,-,175,141,-,-,-,-,-,0,"4,83","16,22"
player_343,"MC, ME/MP (C)",32 (1),2.477,-,-,-,-,-,-,1.554,1.384,-,-,-,-,-,0,"13,88","5,09"
player_344,"DF (DC), CR (D)",8 (7),546,-,-,-,-,-,-,336,313,-,-,-,-,-,0,"12,86","15,16"
player_345,CR/ME/MP (D),36,2.746,-,-,-,-,-,-,1.005,843,-,-,-,-,-,0,"3,7","20,45"
player_346,"MC, ME/MP (C)",3 (3),288,-,-,-,-,-,-,149,137,-,-,-,-,-,0,"12,5","12,19"
player_347,DF/CR (I),13 (16),1.433,-,-,-,-,-,-,717,625,-,-,-,-,-,0,"10,11","14,57"
player_348,POR,36,3.261,24,"18,46",25,13,81%,49,809,548,17,89%,2,4,57%,0,"5,52","6,26"
player_349,"ME (I), MP (DI), DL (C)",33,2.594,-,-,-,-,-,-,886,741,-,-,-,-,-,0,"4,75","18,53"
player_350,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_351,"MC, ME (C)",30 (4),2.358,-,-,-,-,-,-,1.429,1.264,-,-,-,-,-,0,"12,82","6,03"
player_352,DF (C),10 (7),1.132,-,-,-,-,-,-,665,592,-,-,-,-,-,0,"17,17","2,62"
player_353,"DF (C), MC",37 (1),3.216,-,-,-,-,-,-,2.249,2.051,-,-,-,-,-,0,"13,49","3,97"
player_354,"MC, ME (C)",36 (1),2.821,-,-,-,-,-,-,1.571,1.414,-,-,-,-,-,0,"11,07","7,5"
player_355,"ME/MP (D), DL (C)",26,2.176,-,-,-,-,-,-,784,658,-,-,-,-,-,0,"5,67","13,07"
player_356,"ME/MP (DI), DL (C)",7 (23),919,-,-,-,-,-,-,333,284,-,-,-,-,-,0,"3,13","19,78"
player_357,"ME (C), MP (IC)",2 (8),241,-,-,-,-,-,-,123,112,-,-,-,-,-,0,"10,46","15,31"
player_358,POR,15 (3),1.386,22,"0,03",12,11,68%,22,445,334,6,88%,2,1,50%,1,"3,64","8,12"
player_359,DF/CR/ME (D),8 (37),1.749,-,-,-,-,-,-,764,658,-,-,-,-,-,0,"9,67","16,42"
player_360,ME/MP (C),32 (1),2.382,-,-,-,-,-,-,1.212,1.085,-,-,-,-,-,0,"10,5","16,25"
player_361,MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_362,"MC, ME (C)",34,2.915,-,-,-,-,-,-,1.584,1.417,-,-,-,-,-,0,"13,86","6,05"
player_363,POR,10,841,10,"1,2",7,6,73%,12,267,229,3,90%,2,1,100%,1,3,"12,73"
player_364,"MC, ME (DC), MP (C)",7 (16),768,-,-,-,-,-,-,392,346,-,-,-,-,-,0,"9,84","10,08"
player_365,DF (C),20 (8),2.157,-,-,-,-,-,-,1.698,1.581,-,-,-,-,-,0,"14,14","2,8"
player_366,POR,27 (1),2.232,33,"-2,66",20,18,71%,41,601,406,9,89%,3,2,100%,2,"3,79","8,23"
player_367,"MP (DI), DL (C)",29,2.248,-,-,-,-,-,-,579,495,-,-,-,-,-,0,"1,8","18,5"
player_368,"MP (I), DL (C)",5 (30),1.115,-,-,-,-,-,-,305,264,-,-,-,-,-,0,"1,45","17,52"
player_369,"MC, ME/MP (C)",34 (1),2.666,-,-,-,-,-,-,1.412,1.247,-,-,-,-,-,0,"10,4","14,52"
player_370,DF/CR/ME (I),28 (1),2.205,-,-,-,-,-,-,1.078,922,-,-,-,-,-,0,"8,24","17,71"
player_371,ME/MP (D),40,2.959,-,-,-,-,-,-,1.029,880,-,-,-,-,-,0,"4,62","16,33"
player_372,DF/CR/ME/MP (I),36 (3),2.886,-,-,-,-,-,-,1.498,1.320,-,-,-,-,-,0,"13,81","12,41"
player_373,POR,10,815,17,"-3,98",9,4,62%,14,251,176,1,88%,2,1,50%,0,"3,87","7,07"
player_374,POR,8 (1),677,7,"0,42",7,6,73%,6,197,123,3,89%,2,0,0%,0,"3,99","7,58"
player_375,POR,28 (2),2.590,33,"7,07",29,21,76%,58,684,496,13,87%,3,0,0%,2,"3,06","8,65"
player_376,DF (C),27 (1),2.492,-,-,-,-,-,-,1.570,1.399,-,-,-,-,-,0,"17,05","3,07"
player_377,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_378,"MP (C), DL (C)",3 (14),568,-,-,-,-,-,-,144,120,-,-,-,-,-,0,"1,43","24,72"
player_379,DF/CR/ME (I),33 (1),2.515,-,-,-,-,-,-,957,828,-,-,-,-,-,0,"11,38","15,92"
player_380,"MC, ME (DC)",37,2.426,-,-,-,-,-,-,1.152,1.007,-,-,-,-,-,0,"14,69","12,95"
player_381,DL (C),4 (25),702,-,-,-,-,-,-,162,139,-,-,-,-,-,0,"1,03","16,67"
player_382,DL (C),26 (8),2.250,-,-,-,-,-,-,553,475,-,-,-,-,-,0,"1,72","22,36"
player_383,"MC, ME/MP (C), DL (C)",10 (8),970,-,-,-,-,-,-,449,389,-,-,-,-,-,0,"7,52","19,39"
player_384,"MP (DIC), DL (C)",1 (13),389,-,-,-,-,-,-,119,103,-,-,-,-,-,0,"6,02","13,88"
player_385,DF (DC),38,3.380,-,-,-,-,-,-,2.435,2.223,-,-,-,-,-,0,"13,21","3,99"
player_386,"MC, ME (C)",35 (1),2.624,-,-,-,-,-,-,1.319,1.143,-,-,-,-,-,0,"15,02",12
player_387,DF/CR (D),39,3.427,-,-,-,-,-,-,1.810,1.624,-,-,-,-,-,0,"13,71","9,14"
player_388,"MC, ME (C), MP (DIC), DL (C)",2 (11),363,-,-,-,-,-,-,162,147,-,-,-,-,-,0,"6,94","10,41"
player_389,"DF (I), CR (DI), ME (I), MP (IC)",3 (1),343,-,-,-,-,-,-,154,128,-,-,-,-,-,0,"6,82","17,06"
player_390,"MP (DIC), DL (C)",15 (24),1.634,-,-,-,-,-,-,394,332,-,-,-,-,-,0,"2,2","14,54"
player_391,POR,2,180,2,"-1,31",0,1,60%,2,52,51,1,92%,1,0,-,0,3,9
player_392,ME/MP (DC),3 (10),402,-,-,-,-,-,-,171,151,-,-,-,-,-,0,"3,58","14,1"
player_393,ME/MP (D),27 (10),1.940,-,-,-,-,-,-,736,625,-,-,-,-,-,0,"3,94","22,41"
player_394,"DF (IC), MC",42,3.714,-,-,-,-,-,-,2.250,2.065,-,-,-,-,-,0,"16,84","3,08"
player_395,"MC, ME (C), MP (DIC)",37,2.616,-,-,-,-,-,-,932,775,-,-,-,-,-,0,"3,68","24,19"
player_396,"MC, ME (C)",8 (16),857,-,-,-,-,-,-,483,432,-,-,-,-,-,0,"10,71","5,88"
player_397,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_398,"MP (I), DL (C)",18 (25),1.659,-,-,-,-,-,-,412,354,-,-,-,-,-,0,"1,57","21,37"
player_399,"ME (I), MP (IC)",26 (17),1.871,-,-,-,-,-,-,662,561,-,-,-,-,-,0,"6,21","15,87"
player_400,"MP (DI), DL (C)",3 (16),530,-,-,-,-,-,-,131,110,-,-,-,-,-,0,"1,19","19,53"
player_401,DF (C),38 (1),3.245,-,-,-,-,-,-,2.011,1.801,-,-,-,-,-,0,"14,14","4,19"
player_402,DF/CR (D),13 (10),1.369,-,-,-,-,-,-,776,683,-,-,-,-,-,0,"9,99","16,44"
player_403,"DF (IC), CR (I)",32,2.827,-,-,-,-,-,-,1.506,1.307,-,-,-,-,-,0,"11,56","13,08"
player_404,DL (C),3 (28),1.103,-,-,-,-,-,-,276,249,-,-,-,-,-,0,"0,9","20,32"
player_405,"ME (I), MP (DIC), DL (C)",22 (7),1.763,-,-,-,-,-,-,584,474,-,-,-,-,-,0,"4,44","15,31"
player_406,DF/CR/ME (D),14 (15),1.433,-,-,-,-,-,-,691,573,-,-,-,-,-,0,"9,3","12,94"
player_407,"ME (DC), MP (DIC)",35 (1),2.857,-,-,-,-,-,-,1.157,992,-,-,-,-,-,0,"5,92","15,22"
player_408,"MC, ME (C)",11 (13),1.345,-,-,-,-,-,-,653,569,-,-,-,-,-,0,"9,3","17,73"
player_409,DL (C),0 (8),147,-,-,-,-,-,-,35,29,-,-,-,-,-,0,"0,61","23,27"
player_410,"ME/MP (DI), DL (C)",39 (4),3.195,-,-,-,-,-,-,1.085,917,-,-,-,-,-,0,"5,58","15,63"
player_411,"MC, ME (C)",2,131,-,-,-,-,-,-,86,76,-,-,-,-,-,0,"8,93","4,81"
player_412,ME/MP (I),20 (5),1.713,-,-,-,-,-,-,625,520,-,-,-,-,-,0,"4,47","23,64"
player_413,"CR/ME (I), MP (DI)",33 (7),2.675,-,-,-,-,-,-,958,780,-,-,-,-,-,0,"8,14","18,17"
player_414,DF/CR (I),20 (2),1.813,-,-,-,-,-,-,966,823,-,-,-,-,-,1,"9,88","18,17"
player_415,DF (C),41,3.493,-,-,-,-,-,-,2.404,2.196,-,-,-,-,-,0,"19,25","2,53"
player_416,DF/CR (I),38,3.317,-,-,-,-,-,-,1.524,1.350,-,-,-,-,-,0,"9,58","15,71"
player_417,"MP (C), DL (C)",6 (21),801,-,-,-,-,-,-,195,173,-,-,-,-,-,0,"0,79","23,03"
player_418,"DF (DC), CR (D)",10 (8),1.099,-,-,-,-,-,-,654,595,-,-,-,-,-,0,"12,37","10,32"
player_419,"MC, ME/MP (DC)",7 (15),821,-,-,-,-,-,-,360,304,-,-,-,-,-,0,"7,89","18,42"
player_420,"MP (DI), DL (C)",0 (6),59,-,-,-,-,-,-,19,17,-,-,-,-,-,0,-,-
player_421,ME/MP (D),24 (3),1.752,-,-,-,-,-,-,626,537,-,-,-,-,-,0,"4,26","23,37"
player_422,"ME (D), MP (DC)",33 (2),2.106,-,-,-,-,-,-,776,668,-,-,-,-,-,0,"5,98","15,6"
player_423,"MC, ME/MP (C)",2 (12),547,-,-,-,-,-,-,273,222,-,-,-,-,-,0,"10,86","17,61"
player_424,"MC, ME (C)",9,779,-,-,-,-,-,-,406,366,-,-,-,-,-,0,"17,1","10,05"
player_425,"MC, ME/MP (C)",4 (13),539,-,-,-,-,-,-,313,281,-,-,-,-,-,0,"11,52","4,84"
player_426,DF/CR (I),14 (3),1.162,-,-,-,-,-,-,574,483,-,-,-,-,-,0,"10,3","15,8"
player_427,DF/CR/ME (I),27 (10),2.710,-,-,-,-,-,-,1.016,867,-,-,-,-,-,0,"6,11","14,15"
player_428,"MC, ME (DC)",19 (3),1.637,-,-,-,-,-,-,909,828,-,-,-,-,-,0,"13,08","6,05"
player_429,"ME (DI), MP (DIC), DL (C)",1 (15),375,-,-,-,-,-,-,146,124,-,-,-,-,-,0,"3,6","11,52"
player_430,ME/MP (C),42,3.550,-,-,-,-,-,-,1.829,1.599,-,-,-,-,-,0,"15,16","12,9"
player_431,ME (C),34,2.383,-,-,-,-,-,-,1.246,1.108,-,-,-,-,-,0,"15,75","9,86"
player_432,DF/CR/MP (D),35,2.757,-,-,-,-,-,-,1.442,1.262,-,-,-,-,-,0,"9,96","18,22"
player_433,DF/CR/ME/MP (I),35 (1),2.874,-,-,-,-,-,-,1.485,1.289,-,-,-,-,-,0,"9,77","15,63"
player_434,"ME (C), MP (DIC), DL (C)",3 (17),569,-,-,-,-,-,-,207,164,-,-,-,-,-,0,"3,8","15,5"
player_435,"ME (I), MP (DIC)",39,3.052,-,-,-,-,-,-,1.179,988,-,-,-,-,-,0,"4,92","16,16"
player_436,"MP (DIC), DL (C)",10 (22),1.468,-,-,-,-,-,-,367,314,-,-,-,-,-,0,"2,33","20,17"
player_437,"MP (DIC), DL (C)",1 (16),381,-,-,-,-,-,-,130,106,-,-,-,-,-,0,"3,07","17,95"
player_438,"ME (I), MP (DIC), DL (C)",38,2.855,-,-,-,-,-,-,1.006,828,-,-,-,-,-,0,"5,2","15,92"
player_439,DF/CR (D),19 (4),1.734,-,-,-,-,-,-,848,754,-,-,-,-,-,0,"11,06","16,09"
player_440,"MC, ME (C)",36,2.854,-,-,-,-,-,-,1.693,1.527,-,-,-,-,-,0,"15,01","6,31"
player_441,ME/MP (DI),37,2.944,-,-,-,-,-,-,1.015,846,-,-,-,-,-,0,"4,31","12,6"
player_442,"ME (DC), MP (C)",0 (3),50,-,-,-,-,-,-,17,16,-,-,-,-,-,0,-,-
player_443,"ME (DC), MP (C)",23 (14),2.169,-,-,-,-,-,-,1.046,922,-,-,-,-,-,0,"11,33","13,98"
player_444,"DF (C), MC",8 (13),1.105,-,-,-,-,-,-,730,679,-,-,-,-,-,0,"17,67","3,67"
player_445,DL (C),8 (18),1.200,-,-,-,-,-,-,301,263,-,-,-,-,-,0,"2,02","19,57"
player_446,DF (C),10 (8),1.204,-,-,-,-,-,-,706,665,-,-,-,-,-,0,"13,83","5,23"
player_447,"DF (DC), CR (D)",5 (5),599,-,-,-,-,-,-,309,261,-,-,-,-,-,0,"15,03","10,07"
