Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
player_218,30/6/2026,63.000 EUR p/m,N/D,N/D,Ignacio Tinoco,"7,4M EUR - 11,5M EUR",-,-,25M EUR
player_219,30/6/2025,15.250 EUR p/m,N/D,N/D,Omar Seddiki,"5,6M EUR - 8,8M EUR",-,-,8M EUR
player_220,30/6/2027,83.500 EUR p/m,N/D,N/D,Santiago Berrocal,21M EUR - 33M EUR,-,-,"31,5M EUR"
player_221,30/6/2026,35.500 EUR p/m,N/D,N/D,Florian Ridel,"6M EUR - 7,6M EUR",-,-,"7,75M EUR"
player_222,30/6/2027,89.500 EUR p/m,N/D,N/D,Ruben Cornejo,"11M EUR - 13,5M EUR",-,-,"31,5M EUR"
player_223,30/6/2028,79.500 EUR p/m,N/D,N/D,Iago Menendez,"7,8M EUR - 10M EUR",-,-,"28,5M EUR"
player_224,30/6/2026,22.000 EUR p/m,N/D,N/D,Dolors Acevedo,"850m EUR - 8,6M EUR",-,-,"4,3M EUR"
player_225,30/6/2025,94.000 EUR p/m,N/D,N/D,Rui Leal,"230m EUR - 2,3M EUR",-,-,-
player_226,30/6/2029,201.000 EUR p/m,N/D,N/D,Tim Gilson,21M EUR - 34M EUR,-,-,62M EUR
player_227,30/6/2029,61.000 EUR p/m,N/D,N/D,Luis Gustavo Cavassani,"14,5M EUR - 23M EUR",-,-,"16,75M EUR"
player_228,30/6/2028,163.000 EUR p/m,N/D,N/D,Alvaro Trigo,27M EUR - 33M EUR,-,-,"35,5M EUR"
player_229,30/6/2025,37.000 EUR p/m,N/D,N/D,Alvaro Trigo,"950m EUR - 9,4M EUR",-,-,"11,75M EUR"
player_230,30/6/2026,26.000 EUR p/m,N/D,N/D,Alvaro Trigo,"375m EUR - 3,9M EUR",-,-,7M EUR
player_231,30/6/2025,62.500 EUR p/m,N/D,N/D,Ruben Cornejo,"9,6M EUR - 15M EUR",-,-,15M EUR
player_232,30/6/2026,40.000 EUR p/m,N/D,N/D,Iago Menendez,34M EUR - 53M EUR,-,-,80M EUR
player_233,30/6/2028,15.500 EUR p/m,N/D,N/D,Yannis Thomas,"950m EUR - 9,4M EUR",-,-,"11,25M EUR"
player_234,8/6/2031,60.500 EUR p/m,N/D,N/D,Alvaro Trigo,"15,5M EUR - 25M EUR",-,-,20M EUR
player_235,30/6/2027,51.000 EUR p/m,N/D,N/D,Jairo Olivera,900m EUR - 9M EUR,-,-,"11,5M EUR"
player_236,30/6/2025,59.500 EUR p/m,N/D,N/D,Maria Mosquera,140m EUR - 425m EUR,-,-,"10,5M EUR"
player_237,30/6/2025,86.000 EUR p/m,N/D,N/D,Flavien Cazaux,"6,2M EUR - 7,6M EUR",-,-,-
player_238,30/6/2025,126.000 EUR p/m,N/D,N/D,Will Law,"450m EUR - 4,5M EUR",-,-,"17,75M EUR"
player_239,30/6/2024,17.250 EUR p/m,N/D,N/D,Xavi Aguirre,90m EUR - 900m EUR,-,-,50M EUR
player_240,30/6/2026,195.000 EUR p/m,N/D,N/D,Luis Mendes,"550m EUR - 5,6M EUR",-,-,-
player_241,30/6/2026,251.000 EUR p/m,N/D,N/D,-,"7,4M EUR - 12M EUR",-,-,30M EUR
player_242,30/6/2025,24.500 EUR p/m,N/D,N/D,Ramon Siles,"2,5M EUR - 5,2M EUR",-,-,6M EUR
player_243,30/6/2028,38.000 EUR p/m,N/D,N/D,Jonathan Pierron,"19,5M EUR - 31M EUR",-,-,37M EUR
player_244,30/6/2024,53.500 EUR p/m,N/D,N/D,Ruben Cornejo,2m EUR,-,-,1Mil.M EUR
player_245,30/6/2025,208.000 EUR p/m,N/D,N/D,Rudy Coppola,500m EUR - 5M EUR,-,-,-
player_246,30/6/2026,291.000 EUR p/m,N/D,N/D,Ruben Cornejo,"325m EUR - 3,2M EUR",-,-,"22,5M EUR"
player_247,30/6/2027,59.000 EUR p/m,N/D,N/D,Ernesto Cabrera,"19,5M EUR - 31M EUR",-,-,"23,5M EUR"
player_248,30/6/2026,80.000 EUR p/m,N/D,N/D,Iago Menendez,"400m EUR - 4,1M EUR",-,-,9M EUR
player_249,30/6/2024,16.500 EUR p/m,N/D,N/D,Javi Barbero,"275m EUR - 2,8M EUR",-,-,20M EUR
player_250,30/6/2028,86.500 EUR p/m,N/D,N/D,Adriano Volpe,"8,8M EUR - 14M EUR",-,-,"23,5M EUR"
player_251,30/6/2027,154.000 EUR p/m,N/D,N/D,Jairo Olivera,17M EUR - 27M EUR,-,-,"41,5M EUR"
player_252,30/6/2027,38.000 EUR p/m,N/D,N/D,Quentin Costantini,"850m EUR - 8,6M EUR",-,-,"7,75M EUR"
player_253,30/6/2027,64.500 EUR p/m,N/D,N/D,Jairo Olivera,22M EUR - 28M EUR,-,-,"22,5M EUR"
player_254,30/6/2026,37.000 EUR p/m,N/D,N/D,Maria Zambrano,"2,1M EUR - 4,6M EUR",-,-,"6,75M EUR"
player_255,30/6/2028,76.500 EUR p/m,N/D,N/D,Iago Menendez,24M EUR - 29M EUR,-,-,29M EUR
player_256,30/6/2028,105.000 EUR p/m,N/D,N/D,Alvaro Trigo,"8,6M EUR",-,-,60M EUR
player_257,30/6/2029,94.000 EUR p/m,N/D,N/D,Jairo Olivera,23M EUR - 36M EUR,-,-,50M EUR
player_258,30/6/2025,102.000 EUR p/m,N/D,N/D,Ruben Cornejo,"1,3M EUR - 3M EUR",-,-,40M EUR
player_259,30/6/2027,102.000 EUR p/m,N/D,N/D,Alvaro Trigo,"8,2M EUR - 13M EUR",-,-,32M EUR
player_260,30/6/2025,21.000 EUR p/m,N/D,N/D,Alfredo Orti,"160m EUR - 1,6M EUR",-,-,"4,7M EUR"
player_261,30/6/2027,91.000 EUR p/m,N/D,N/D,Ruben Cornejo,"14,5M EUR - 17,5M EUR",-,-,42M EUR
player_262,30/6/2026,23.500 EUR p/m,N/D,N/D,Michel Riehl,"2,5M EUR - 5,4M EUR",-,-,6M EUR
player_263,30/6/2026,116.000 EUR p/m,N/D,N/D,Fernando Nadal,"13,5M EUR - 22M EUR",-,-,"31,5M EUR"
player_264,30/6/2026,81.500 EUR p/m,N/D,N/D,Antonio Vargas,31M EUR - 38M EUR,-,-,59M EUR
player_265,30/6/2027,99.500 EUR p/m,N/D,N/D,Jonathan Pierron,18M EUR - 22M EUR,-,-,38M EUR
player_266,30/6/2024,30.000 EUR p/m,N/D,N/D,Maria Mosquera,7m EUR - 22m EUR,-,-,"2,6M EUR"
player_267,30/6/2026,105.000 EUR p/m,N/D,N/D,Ruben Cornejo,"5,6M EUR - 7,2M EUR",-,-,"25,5M EUR"
player_268,30/6/2027,73.000 EUR p/m,N/D,N/D,Ruben Cornejo,18M EUR - 29M EUR,-,-,"22,5M EUR"
player_269,30/6/2024,32.500 EUR p/m,N/D,N/D,Ismail Salihu,40m EUR,-,-,"7,75M EUR"
player_270,30/6/2027,63.000 EUR p/m,N/D,N/D,Maria Mosquera,10M EUR - 12M EUR,-,-,"23,5M EUR"
player_271,30/6/2025,49.000 EUR p/m,N/D,N/D,Ruben Cornejo,"650m EUR - 6,4M EUR",-,-,"13,25M EUR"
player_272,30/6/2026,63.000 EUR p/m,N/D,N/D,Jairo Olivera,"13,5M EUR - 22M EUR",-,-,"22,5M EUR"
player_273,30/6/2027,83.000 EUR p/m,N/D,N/D,Jairo Olivera,23M EUR - 30M EUR,-,-,1Mil.M EUR
player_274,30/6/2027,38.500 EUR p/m,N/D,N/D,Maria Mosquera,12M EUR - 15M EUR,-,-,"17,75M EUR"
player_275,30/6/2026,65.000 EUR p/m,N/D,N/D,Jairo Olivera,"5,4M EUR - 7,2M EUR",-,-,13M EUR
player_276,30/6/2025,31.000 EUR p/m,N/D,N/D,Christian Viroli,150m EUR - 475m EUR,-,-,"4,2M EUR"
player_277,30/6/2028,46.500 EUR p/m,N/D,N/D,Alvaro Trigo,"700m EUR - 7,2M EUR",-,-,"15,5M EUR"
player_278,30/6/2027,45.500 EUR p/m,N/D,N/D,Fernando Nadal,"18,5M EUR - 24M EUR",-,-,24M EUR
player_279,30/6/2027,73.500 EUR p/m,N/D,N/D,Maria Mosquera,11M EUR - 17M EUR,-,-,20M EUR
player_280,30/6/2026,278.000 EUR p/m,N/D,N/D,Jonathan Pierron,13M EUR - 21M EUR,-,-,-
player_281,30/6/2025,69.000 EUR p/m,N/D,N/D,Will Law,"6,4M EUR - 10M EUR",-,-,"18,25M EUR"
player_282,30/6/2026,45.500 EUR p/m,N/D,N/D,Christian Viroli,No a la venta,-,-,"10,75M EUR"
player_283,30/6/2027,333.000 EUR p/m,N/D,N/D,Alvaro Trigo,"17,5M EUR - 22M EUR",-,-,"23,5M EUR"
player_284,30/6/2025,18.500 EUR p/m,N/D,N/D,Alina Simakova,"400m EUR - 4,1M EUR",-,-,"3,2M EUR"
player_285,30/6/2028,73.500 EUR p/m,N/D,N/D,Ernesto Cabrera,"9M EUR - 11,5M EUR",-,-,"11,75M EUR"
player_286,30/6/2026,49.000 EUR p/m,N/D,N/D,Jairo Olivera,15M EUR - 19M EUR,-,-,45M EUR
player_287,30/6/2026,22.500 EUR p/m,N/D,N/D,Nikos Antonopoulos,70m EUR,-,-,500m EUR
player_288,30/6/2026,16.000 EUR p/m,N/D,N/D,-,"130m EUR - 1,3M EUR",-,-,"3,5M EUR"
player_289,30/6/2028,64.000 EUR p/m,N/D,N/D,Felipe Andrada,17M EUR,-,-,40M EUR
player_290,30/6/2028,87.500 EUR p/m,N/D,N/D,Javi Barbero,20M EUR - 24M EUR,-,-,30M EUR
player_291,30/6/2024,18.000 EUR p/m,N/D,N/D,Jermaine Dawson,14m EUR - 150m EUR,-,-,"7,25M EUR"
player_292,30/6/2025,65.000 EUR p/m,N/D,N/D,Quim Guillen,"5,2M EUR - 10M EUR",-,-,-
player_293,30/6/2025,97.500 EUR p/m,N/D,N/D,Fernando Nadal,"11,5M EUR - 14,5M EUR",-,-,32M EUR
player_294,30/6/2025,89.500 EUR p/m,N/D,N/D,Maria Mosquera,"650m EUR - 6,4M EUR",-,-,"3,3M EUR"
player_295,30/6/2026,78.000 EUR p/m,N/D,N/D,Ruben Cornejo,28M EUR - 36M EUR,-,-,70M EUR
player_296,30/6/2028,115.000 EUR p/m,N/D,N/D,Jairo Olivera,"14,5M EUR - 23M EUR",-,-,36M EUR
player_297,30/6/2025,91.500 EUR p/m,N/D,N/D,Rhys Newell,"180m EUR - 1,8M EUR",-,-,22M EUR
player_298,30/6/2028,112.000 EUR p/m,N/D,N/D,Xavi Aguirre,20M EUR - 32M EUR,-,-,53M EUR
player_299,30/6/2025,21.500 EUR p/m,N/D,N/D,Jose Antonio Corbacho,14m EUR - 150m EUR,-,-,"2,9M EUR"
player_300,30/6/2027,68.500 EUR p/m,N/D,N/D,Alvaro Trigo,"325m EUR - 9,4M EUR",-,-,"19,5M EUR"
player_301,30/6/2026,55.000 EUR p/m,N/D,N/D,Ruben Cornejo,No a la venta,-,-,"15,5M EUR"
player_302,30/6/2027,83.500 EUR p/m,N/D,N/D,Fernando Nadal,"14,5M EUR - 23M EUR",-,-,"18,25M EUR"
player_303,30/6/2025,16.750 EUR p/m,N/D,N/D,Dolors Acevedo,14m EUR - 140m EUR,-,-,"2,5M EUR"
player_304,30/6/2027,54.500 EUR p/m,N/D,N/D,Maria Mosquera,23M EUR - 28M EUR,-,-,"23,5M EUR"
player_305,30/6/2028,79.000 EUR p/m,N/D,N/D,Luis Mendes,"8,2M EUR - 13M EUR",-,-,"47,5M EUR"
player_306,30/6/2028,40.000 EUR p/m,N/D,N/D,Iago Menendez,26M EUR - 41M EUR,-,-,41M EUR
player_307,30/6/2026,75.000 EUR p/m,N/D,N/D,Ruben Cornejo,"6M EUR - 9,4M EUR",-,-,"15,75M EUR"
player_308,30/6/2027,73.000 EUR p/m,N/D,N/D,Juan Cano,"2,3M EUR - 5M EUR",-,-,30M EUR
player_309,30/6/2027,15.250 EUR p/m,N/D,N/D,Marc Montalban,"12M EUR - 14,5M EUR",-,-,12M EUR
player_310,30/6/2025,137.000 EUR p/m,N/D,N/D,Ruben Cornejo,"425m EUR - 4,3M EUR",-,-,"18,5M EUR"
player_311,30/6/2025,108.000 EUR p/m,N/D,N/D,Fernando Nadal,"5,2M EUR - 10,5M EUR",-,-,7M EUR
player_312,30/6/2025,15.250 EUR p/m,N/D,N/D,Francisco Tavares,"275m EUR - 2,8M EUR",-,-,"2,8M EUR"
player_313,30/6/2028,40.500 EUR p/m,N/D,N/D,Jairo Olivera,7M EUR - 9M EUR,-,-,"42,5M EUR"
player_314,30/6/2025,64.500 EUR p/m,N/D,N/D,Fernando Nadal,"4,8M EUR - 6,2M EUR",-,-,22M EUR
player_315,30/6/2029,15.250 EUR p/m,N/D,N/D,Florian Ridel,"8,6M EUR - 11M EUR",-,-,11M EUR
player_316,30/6/2028,45.000 EUR p/m,N/D,N/D,Jairo Olivera,"15,5M EUR - 19M EUR",-,-,37M EUR
player_317,30/6/2024,84.500 EUR p/m,N/D,N/D,Ruben Cornejo,3m EUR,-,-,20M EUR
player_318,30/6/2026,70.500 EUR p/m,N/D,N/D,Maria Mosquera,"6M EUR - 9,6M EUR",-,-,35M EUR
player_319,30/6/2025,78.000 EUR p/m,N/D,N/D,Fernando Nadal,"12,5M EUR - 16M EUR",-,-,40M EUR
player_320,30/6/2027,33.000 EUR p/m,N/D,N/D,Alexandre Costa,"7,2M EUR - 8,8M EUR",-,-,"7,5M EUR"
player_321,30/6/2026,108.000 EUR p/m,N/D,N/D,Giuseppe Annunziata,No a la venta,-,-,"18,5M EUR"
player_322,30/6/2028,45.000 EUR p/m,N/D,N/D,Xavi Aguirre,800m EUR - 8M EUR,-,-,63M EUR
player_323,30/6/2028,85.000 EUR p/m,N/D,N/D,Alvaro Trigo,41M EUR - 64M EUR,-,-,52M EUR
player_324,30/6/2025,21.000 EUR p/m,N/D,N/D,Juan Cano,80m EUR - 800m EUR,-,-,5M EUR
player_325,30/6/2028,51.000 EUR p/m,N/D,N/D,Jairo Olivera,"6,2M EUR - 9,8M EUR",-,-,"15,75M EUR"
player_326,30/6/2024,6.750 EUR p/m,N/D,N/D,Senad Hadzic,0EUR,-,-,375m EUR
player_327,30/6/2026,32.500 EUR p/m,N/D,N/D,Santiago Berrocal,"7,4M EUR - 11,5M EUR",-,-,"8,5M EUR"
player_328,30/6/2028,63.000 EUR p/m,N/D,N/D,Jose Andres Dominguez,"9,8M EUR - 15,5M EUR",-,-,100M EUR
player_329,30/6/2027,37.500 EUR p/m,N/D,N/D,Ernesto Cabrera,14M EUR - 18M EUR,-,-,"18,75M EUR"
player_330,30/6/2026,53.500 EUR p/m,N/D,N/D,Maria Mosquera,"275m EUR - 11,5M EUR",-,-,"16,25M EUR"
player_331,30/6/2027,107.000 EUR p/m,N/D,N/D,Iago Menendez,"650m EUR - 6,4M EUR",-,-,-
player_332,30/6/2028,125.000 EUR p/m,N/D,N/D,Miguel Lemos,"11,5M EUR - 18M EUR",-,-,31M EUR
player_333,30/6/2026,33.000 EUR p/m,N/D,N/D,Ignacio Tinoco,"4,6M EUR - 6M EUR",-,-,"7,75M EUR"
player_334,30/6/2027,16.500 EUR p/m,N/D,N/D,Kent Koch,"160m EUR - 1,6M EUR",-,-,"6,25M EUR"
player_335,30/6/2026,43.000 EUR p/m,N/D,N/D,Maria Mosquera,"11,5M EUR - 18M EUR",-,-,"17,5M EUR"
player_336,30/6/2024,46.000 EUR p/m,N/D,N/D,Fernando Nadal,8m EUR - 85m EUR,-,-,"9,5M EUR"
player_337,30/6/2025,110.000 EUR p/m,N/D,N/D,Maria Mosquera,"275m EUR - 2,8M EUR",-,-,"19,25M EUR"
player_338,30/6/2027,130.000 EUR p/m,N/D,N/D,Jermaine Dawson,"300m EUR - 3,1M EUR",-,-,"10,25M EUR"
player_339,30/6/2025,38.500 EUR p/m,N/D,N/D,Maria Mosquera,35m EUR - 350m EUR,-,-,"1,6M EUR"
player_340,30/6/2026,29.500 EUR p/m,N/D,N/D,Maria Mosquera,20m EUR - 200m EUR,-,-,1M EUR
player_341,30/6/2027,48.500 EUR p/m,N/D,N/D,Fernando Nadal,"5,6M EUR - 7,4M EUR",-,-,"16,25M EUR"
player_342,30/6/2029,55.500 EUR p/m,N/D,N/D,Alvaro Trigo,36M EUR - 44M EUR,-,-,36M EUR
player_343,30/6/2027,75.500 EUR p/m,N/D,N/D,Alvaro Trigo,450m EUR - 11M EUR,-,-,-
player_344,30/6/2027,67.000 EUR p/m,N/D,N/D,Xavi Aguirre,42M EUR - 67M EUR,-,-,80M EUR
player_345,30/6/2025,39.500 EUR p/m,N/D,N/D,Ernesto Cabrera,"130m EUR - 1,3M EUR",-,-,50M EUR
player_346,30/6/2028,63.000 EUR p/m,N/D,N/D,Jairo Olivera,"10,5M EUR",-,-,"23,5M EUR"
player_347,30/6/2028,67.500 EUR p/m,N/D,N/D,Iago Menendez,"9,2M EUR - 12M EUR",-,-,"16,75M EUR"
player_348,30/6/2024,36.000 EUR p/m,N/D,N/D,Fernando Nadal,0 EUR - 14m EUR,-,-,"3,9M EUR"
player_349,30/6/2027,69.500 EUR p/m,N/D,N/D,Julian Guillen,"8,2M EUR - 10M EUR",-,-,-
player_350,30/6/2027,52.000 EUR p/m,N/D,N/D,Fernando Nadal,"8,2M EUR - 10M EUR",-,-,35M EUR
player_351,30/6/2027,39.000 EUR p/m,N/D,N/D,Felipe Andrada,"4,9M EUR - 7,8M EUR",-,-,9M EUR
player_352,30/6/2027,16.750 EUR p/m,N/D,N/D,Jose Antonio Corbacho,"150m EUR - 1,5M EUR",-,-,8M EUR
player_353,30/6/2024,42.000 EUR p/m,N/D,N/D,Maria Mosquera,16m EUR - 150m EUR,-,-,"9,75M EUR"
player_354,30/6/2028,227.000 EUR p/m,N/D,N/D,Axel Gimenez,24M EUR - 38M EUR,-,-,-
player_355,30/6/2027,85.500 EUR p/m,N/D,N/D,Emmanuel Herrera,"2,4M EUR - 5,2M EUR",-,-,-
player_356,30/6/2025,52.000 EUR p/m,N/D,N/D,Alvaro Trigo,"4,1M EUR - 6,6M EUR",-,-,"17,5M EUR"
player_357,30/6/2026,55.500 EUR p/m,N/D,N/D,Julian Guillen,"5,8M EUR - 7,4M EUR",-,-,100M EUR
player_358,30/6/2025,67.000 EUR p/m,N/D,N/D,Jeremy Buck,45m EUR - 450m EUR,-,-,6M EUR
player_359,30/6/2028,72.500 EUR p/m,N/D,N/D,Iago Menendez,30M EUR - 47M EUR,-,-,"38,5M EUR"
player_360,30/6/2025,48.500 EUR p/m,N/D,N/D,Ernesto Cabrera,"4,9M EUR - 7,8M EUR",-,-,12M EUR
player_361,30/6/2024,457.000 EUR p/m,N/D,N/D,-,0EUR,-,-,150M EUR
player_362,30/6/2027,21.500 EUR p/m,N/D,N/D,Tim Gilson,"5,4M EUR - 8,4M EUR",-,-,-
player_363,30/6/2026,55.500 EUR p/m,N/D,N/D,Jairo Olivera,"750m EUR - 7,4M EUR",-,-,200M EUR
player_364,30/6/2027,95.000 EUR p/m,N/D,N/D,Maria Mosquera,"5,6M EUR - 10,5M EUR",-,-,"19,75M EUR"
player_365,30/6/2025,48.500 EUR p/m,N/D,N/D,Ernesto Cabrera,"750m EUR - 7,6M EUR",-,-,"12,25M EUR"
player_366,30/6/2026,22.500 EUR p/m,N/D,N/D,Gabri Villar,"130m EUR - 1,3M EUR",-,-,3M EUR
player_367,30/6/2028,26.500 EUR p/m,N/D,N/D,Jairo Olivera,"10,5M EUR - 13,5M EUR",-,-,"13,5M EUR"
player_368,30/6/2025,51.500 EUR p/m,N/D,N/D,Ruben Cornejo,"190m EUR - 1,9M EUR",-,-,9M EUR
player_369,30/6/2026,43.000 EUR p/m,N/D,N/D,Jairo Olivera,"7,2M EUR - 9,4M EUR",-,-,"12,75M EUR"
player_370,30/6/2027,42.000 EUR p/m,N/D,N/D,Alvaro Trigo,"550m EUR - 5,6M EUR",-,-,"11,5M EUR"
player_371,30/6/2025,35.000 EUR p/m,N/D,N/D,Jairo Olivera,"400m EUR - 3,9M EUR",-,-,25M EUR
player_372,30/6/2025,41.500 EUR p/m,N/D,N/D,Ruben Cornejo,"120m EUR - 1,2M EUR",-,-,"3,2M EUR"
player_373,30/6/2025,50.500 EUR p/m,N/D,N/D,Jairo Olivera,6m EUR - 60m EUR,-,-,6M EUR
player_374,30/6/2026,88.000 EUR p/m,N/D,N/D,Javi Barbero,"550m EUR - 5,4M EUR",-,-,"12,25M EUR"
player_375,30/6/2027,54.000 EUR p/m,N/D,N/D,Fernando Nadal,No a la venta,-,-,"15,5M EUR"
player_376,30/6/2025,12.000 EUR p/m,N/D,N/D,Oliver Beuers,"130m EUR - 1,3M EUR",-,-,"1,9M EUR"
player_377,30/6/2025,54.000 EUR p/m,N/D,N/D,Maria Mosquera,"2,6M EUR",-,-,50M EUR
player_378,30/6/2024,35.500 EUR p/m,N/D,N/D,Jairo Olivera,0 EUR - 2m EUR,-,-,900m EUR
player_379,30/6/2025,34.500 EUR p/m,N/D,N/D,Fernando Nadal,"160m EUR - 1,6M EUR",-,-,"1,4M EUR"
player_380,30/6/2024,51.000 EUR p/m,N/D,N/D,Ruben Cornejo,0 EUR - 40m EUR,-,-,4M EUR
player_381,30/6/2028,43.000 EUR p/m,N/D,N/D,Jairo Olivera,11M EUR - 14M EUR,-,-,50M EUR
player_382,30/6/2025,48.500 EUR p/m,N/D,N/D,Maria Mosquera,"650m EUR - 6,4M EUR",-,-,50M EUR
player_383,30/6/2026,34.000 EUR p/m,N/D,N/D,Alvaro Trigo,"4,6M EUR - 9,2M EUR",-,-,"10,75M EUR"
player_384,30/6/2025,39.500 EUR p/m,N/D,N/D,Maria Mosquera,"150m EUR - 1,5M EUR",-,-,8M EUR
player_385,30/6/2029,58.500 EUR p/m,N/D,N/D,Julian Guillen,25M EUR - 39M EUR,-,-,29M EUR
player_386,30/6/2025,48.000 EUR p/m,N/D,N/D,Iago Menendez,"5,2M EUR - 10M EUR",-,-,9M EUR
player_387,30/6/2025,39.000 EUR p/m,N/D,N/D,Ernesto Cabrera,500m EUR - 10M EUR,-,-,21M EUR
player_388,30/6/2027,15.250 EUR p/m,N/D,N/D,Daniel Jansson,"15,5M EUR - 25M EUR",-,-,21M EUR
player_389,30/6/2025,35.500 EUR p/m,N/D,N/D,Robin van Zutphen,"6,2M EUR - 9,8M EUR",-,-,-
player_390,30/6/2025,52.500 EUR p/m,N/D,N/D,Ernesto Cabrera,"4,9M EUR - 9,6M EUR",-,-,"13,5M EUR"
player_391,30/6/2026,11.500 EUR p/m,N/D,N/D,Santiago Berrocal,"4,7M EUR - 7,4M EUR",-,-,"10,25M EUR"
player_392,30/6/2027,28.000 EUR p/m,N/D,N/D,Xavi Aguirre,23M EUR - 30M EUR,-,-,30M EUR
player_393,30/6/2026,37.500 EUR p/m,N/D,N/D,Jairo Olivera,5M EUR - 8M EUR,-,-,"11,75M EUR"
player_394,30/6/2026,15.500 EUR p/m,N/D,N/D,Francisco Tavares,"350m EUR - 3,4M EUR",-,-,"3,4M EUR"
player_395,30/6/2024,42.000 EUR p/m,N/D,N/D,Ignacio Tinoco,18m EUR - 60m EUR,-,-,"2,8M EUR"
player_396,30/6/2025,208.000 EUR p/m,N/D,N/D,Fernando Nadal,"2,8M EUR - 5,8M EUR",-,-,-
player_397,30/6/2025,48.500 EUR p/m,N/D,N/D,Bertug Karatas,375m EUR,-,-,"3,1M EUR"
player_398,30/6/2028,99.500 EUR p/m,N/D,N/D,Javi Barbero,"4,9M EUR - 7,8M EUR",-,-,"20,5M EUR"
player_399,30/6/2025,36.500 EUR p/m,N/D,N/D,Jairo Olivera,160m EUR,-,-,4M EUR
player_400,30/6/2031,63.000 EUR p/m,N/D,N/D,Carlos Henrique Silva de Freitas,46M EUR - 60M EUR,-,-,500M EUR
player_401,30/6/2026,15.250 EUR p/m,N/D,N/D,Jose Antonio Corbacho,12m EUR - 120m EUR,-,-,"1,1M EUR"
player_402,30/6/2026,40.500 EUR p/m,N/D,N/D,Jairo Olivera,"11,5M EUR - 14M EUR",-,-,12M EUR
player_403,30/6/2026,21.000 EUR p/m,N/D,N/D,Ruben Cornejo,"5,8M EUR - 9,2M EUR",-,-,"9,25M EUR"
player_404,30/6/2027,42.000 EUR p/m,N/D,N/D,Javi Barbero,"3,9M EUR - 6,2M EUR",-,-,"14,75M EUR"
player_405,30/6/2027,16.750 EUR p/m,N/D,N/D,Giovanni Quaranta,"275m EUR - 2,6M EUR",-,-,"2,5M EUR"
player_406,30/6/2026,38.500 EUR p/m,N/D,N/D,Jairo Olivera,"7,8M EUR - 12M EUR",-,-,10M EUR
player_407,30/6/2027,46.500 EUR p/m,N/D,N/D,Fernando Nadal,"8,2M EUR - 13M EUR",-,-,"16,75M EUR"
player_408,30/6/2027,48.500 EUR p/m,N/D,N/D,Maria Mosquera,5M EUR - 10M EUR,-,-,60M EUR
player_409,30/6/2026,61.000 EUR p/m,N/D,N/D,Berke Sahin,"3,4M EUR",-,-,"15,25M EUR"
player_410,30/6/2025,36.500 EUR p/m,N/D,N/D,Jairo Olivera,"500m EUR - 5,2M EUR",-,-,30M EUR
player_411,30/6/2025,57.500 EUR p/m,N/D,N/D,Ruben Cornejo,"475m EUR - 4,7M EUR",-,-,"9,5M EUR"
player_412,30/6/2026,208.000 EUR p/m,N/D,N/D,Miguel Lemos,"5,4M EUR",-,-,"10,75M EUR"
player_413,30/6/2027,126.000 EUR p/m,N/D,N/D,Jordan Wright,"5,8M EUR - 7,6M EUR",-,-,10M EUR
player_414,30/6/2028,36.500 EUR p/m,N/D,N/D,Javi Barbero,"4M EUR - 6,4M EUR",-,-,"16,75M EUR"
player_415,30/6/2027,35.000 EUR p/m,N/D,N/D,Maria Mosquera,"550m EUR - 5,2M EUR",-,-,"8,5M EUR"
player_416,30/6/2027,32.000 EUR p/m,N/D,N/D,Ruben Cornejo,"3,4M EUR - 7M EUR",-,-,9M EUR
player_417,30/6/2026,51.500 EUR p/m,N/D,N/D,Jairo Olivera,"750m EUR - 7,2M EUR",-,-,"11,25M EUR"
player_418,30/6/2027,32.000 EUR p/m,N/D,N/D,Felipe Andrada,"425m EUR - 4,3M EUR",-,-,"8,5M EUR"
player_419,30/6/2026,103.000 EUR p/m,N/D,N/D,Alvaro Trigo,"350m EUR - 9,4M EUR",-,-,14M EUR
player_420,30/6/2028,99.000 EUR p/m,N/D,N/D,Maria Mosquera,"11,5M EUR - 18M EUR",-,-,39M EUR
player_421,30/6/2025,39.000 EUR p/m,N/D,N/D,Maria Mosquera,"500m EUR - 5,2M EUR",-,-,"10,75M EUR"
player_422,30/6/2025,37.500 EUR p/m,N/D,N/D,Jose Antonio Corbacho,"4,5M EUR - 9M EUR",-,-,-
player_423,30/6/2026,20.000 EUR p/m,N/D,N/D,-,30m EUR - 100m EUR,-,-,850m EUR
player_424,30/6/2028,13.750 EUR p/m,N/D,N/D,Tim Gilson,"8,2M EUR - 10M EUR",-,-,27M EUR
player_425,30/6/2027,59.500 EUR p/m,N/D,N/D,Ruben Cornejo,"425m EUR - 4,4M EUR",-,-,"11,5M EUR"
player_426,30/6/2025,15.250 EUR p/m,N/D,N/D,Javi Barbero,"650m EUR - 6,6M EUR",-,-,11M EUR
player_427,30/6/2026,32.500 EUR p/m,N/D,N/D,Felipe Andrada,300m EUR - 3M EUR,-,-,"8,5M EUR"
player_428,30/6/2025,13.500 EUR p/m,N/D,N/D,Ruben Cornejo,"425m EUR - 12,5M EUR",-,-,"10,25M EUR"
player_429,30/6/2025,19.250 EUR p/m,N/D,N/D,Ramon Siles,"1M EUR - 2,3M EUR",-,-,4M EUR
